"FARNHAM (BOUNDSTONE)",,,,,,,,,,,,
Grid ref,SU835441,Long,-0.806536,Lat,51.190034,,,,,,,
Station no,185/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.74,,
February,,,,,,,,,,2.82,,
March,,,,,,,,,,1.55,,
April,,,,,,,,,,0.82,,
May,,,,,,,,,,1.57,,
June,,,,,,,,,,1.46,,
July,,,,,,,,,,2.95,,
August,,,,,,,,,,3.92,,
September,,,,,,,,,,3.52,,
October,,,,,,,,,,7.23,,
November,,,,,,,,,,5.25,,
December,,,,,,,,,,3.65,,
Total,,,,,,,,,,38.48,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.48,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
