BURGESS HILL SILVERDALE ROAD,,,,,,,,,,,,
Grid ref,TQ319187,Long,-0.123538,Lat,50.952648,,,,,,,
Station no,RR7715,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.95,1.02,1.14,2.53,5.99,1.38,,,,,,
February,5.71,2.34,1.50,1.46,3.57,0.69,,,,,,
March,0.84,1.69,1.87,3.16,1.15,,,,,,,
April,1.22,2.32,1.00,2.07,1.48,,,,,,,
May,0.68,1.41,2.07,2.54,3.79,,,,,,,
June,2.90,1.59,3.02,3.84,1.24,,,,,,,
July,1.03,2.79,1.59,3.13,0.81,,,,,,,
August,2.26,2.01,3.86,3.95,1.47,,,,,,,
September,1.04,1.98,0.83,3.23,2.25,,,,,,,
October,2.47,3.28,2.20,7.05,2.10,,,,,,,
November,3.34,0.58,3.04,2.19,1.47,,,,,,,
December,3.87,5.12,2.00,2.83,3.63,,,,,,,
Total,29.31,26.13,24.12,37.98,28.95,,,,,,,
Calc annual,29.31,26.13,24.12,37.98,28.95,2.07,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
