"DARLASTON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SO985978,Long,-2.023568,Lat,52.578013,,,,,,,
Station no,2332,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.02,2.10,0.90,1.05,2.06,3.45,1.33,1.75,3.07,5.61,,
February,2.41,0.43,1.17,1.97,1.72,0.53,2.35,4.25,0.27,2.19,,
March,4.16,1.45,1.12,1.83,2.86,1.04,2.30,1.38,2.12,2.02,,
April,2.00,2.05,2.00,0.45,1.17,1.52,0.17,0.72,3.01,1.16,,
May,2.77,2.69,1.73,2.44,3.94,0.63,1.31,2.15,0.87,1.27,,
June,0.82,2.16,2.47,3.08,2.21,2.23,1.22,3.90,0.95,2.19,,
July,0.59,1.27,3.09,3.22,0.56,3.00,4.03,4.49,2.08,3.35,,
August,4.86,2.96,2.15,4.83,0.91,4.39,3.72,2.11,2.66,2.95,,
September,2.30,1.30,2.45,2.02,1.85,2.73,3.85,3.94,0.14,5.65,,
October,0.98,3.85,1.94,3.41,1.60,1.46,1.61,2.20,2.75,4.76,,
November,6.37,2.09,1.68,5.21,2.74,0.95,2.23,1.75,3.57,3.79,,
December,2.45,3.05,1.09,2.19,2.03,3.15,1.88,2.96,4.33,3.39,,
Total,31.73,25.40,21.79,31.70,23.65,25.08,26.00,31.60,25.82,38.33,,
Calc annual,31.73,25.40,21.79,31.70,23.65,25.08,26.00,31.60,25.82,38.33,,
Difference,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
