MINCHINHAMPTON-RECTORY-COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO873008,Long,-2.185187,Lat,51.705792,Elevation,610,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.93,3.61,1.89,5.68,3.41,6.23,1.21,5.3,2.51,4.21,2.82,3.15,0.68,4.64,4.88,4.31,6.18,2.74,3.35,3.86,6.98,2.3,2.51,3.76,2.85,5.55,1.47,0.7,4.33,2.26,1.03,2.26,3,3.53,3.33,2.88,4.87,4.94
February,,,,6.01,0.5,3.19,2.57,3.85,3.05,0.96,0.57,2.61,0.24,4.11,0.34,3.26,3.1,4.85,1.09,1.58,3.2,4.12,0.76,1.79,0.76,3.41,2.49,1.44,1.71,1.54,6.86,4.39,0.6,2.53,3.27,1.64,0.34,3.59,4.4,0.31,3.27
March,,,,2.16,1.17,0.41,0.65,4.03,3.62,0.24,2.59,0.39,2.38,3.41,2.44,0.75,2.54,4.3,0.24,1.62,2.58,2.8,2.78,1.13,0.26,1.21,1.43,7.88,1.64,1.82,1.62,3.95,2.8,1.24,3.3,1.9,0.61,2.88,1.61,3.24,1.66
April,,,,2.76,2.64,1.74,4.15,1.32,1.43,1.08,2.67,3.06,3.3,1.31,2,5.58,2.66,4.89,0.11,3.8,2.26,1.32,1.29,0.93,1.88,1.22,2.12,3.06,2.98,2.34,2.93,3.45,2.22,3.15,0.42,1.08,2.98,0.13,0.88,3.41,1.5
May,,,,1.49,5.4,3.06,2.88,1.11,1.33,2.49,1.37,4.04,6.81,2.36,1.21,1.37,1.04,1.91,2.69,0.88,2.01,2.01,4.57,3.5,0.61,2.51,4.2,2.43,4.54,3.25,2.49,2.88,3.46,2.84,2.11,4.73,0.63,1.63,2.8,1.36,1.26
June,,,,0.46,2.34,0,1.85,3.76,2.86,1.51,0.97,3.87,1.92,1.57,1.37,3.75,1.88,1.26,1.64,1.94,0.57,2.18,0.14,2.37,4.36,4.41,3.7,2.27,2.71,0.94,1.61,1.93,3.55,2.22,6.81,3.46,3.01,1.45,4.11,2.89,2.69
July,,,,1.51,4.2,3.73,2.75,3.75,2.64,2.18,3.6,5.2,3.15,2.18,2.27,0.54,6.17,2.82,3.11,5.24,5.69,2.5,2.3,1.58,2.52,1.22,1.54,3.11,0.94,1.26,4.22,1.46,0.45,3.95,3.16,0.56,3.36,3.63,4,1.89,4.08
August,,,,2.33,3.16,3.7,2.03,5.45,2.63,2.81,3.44,7.61,1.12,0.97,2.35,2.12,0.49,0.58,3.09,3.43,0.11,4.35,4.94,2.88,2.59,2.48,7.66,0.56,4,1.41,4.59,5.86,4.78,4.3,3.77,0.57,4.87,3.75,3.94,3.21,5.47
September,,,,2.19,3.53,4.64,1.26,5.53,0.75,0.28,4.68,2.89,4.17,3.25,2.52,5.88,2.77,2.86,3.34,0.89,0.95,0.89,2.6,2.41,3.22,2.86,4.27,1.95,3.16,1.81,4.54,3.62,1.83,3.15,4.27,0.95,4.07,4.01,5.79,0.24,4.92
October,,,,4.6,3.93,4.14,3.03,2.55,6.07,4.91,2.75,0.76,5.97,3.35,2.62,4.89,1.33,3.38,4.34,3.21,4.1,2.57,3.95,2.78,4.94,4.21,0.78,0.36,3.7,7.35,0.81,0.84,4.95,2.32,3.73,1.8,1.4,2.25,3,2.24,6.1
November,,,,1.6,2.24,2.18,7.5,2.81,3.54,9.64,3.7,5.29,2.39,0.79,1.63,6.5,4.14,1.94,4.22,5.96,7.75,2.76,1.51,1.93,6.2,0.57,6.12,2.44,2,3.28,6.42,7.63,3.43,1.82,7.29,3.9,0.98,2.02,2.82,3.89,5.97
December,,,,3.2,3.17,3.87,0.54,3.74,3.24,8.19,4.31,1.79,1.52,0.59,7.74,4.82,4,2.73,4.55,2.35,1.5,,4.25,1.92,2.03,5.7,2.96,2.62,4.81,1.7,2.12,2.96,2.59,1.12,2.69,3.79,4.56,2.61,3.97,7.11,3.54
Total,,,,30.24,35.89,32.55,34.89,41.31,37.39,35.5,35.95,40.02,37.18,26.71,29.64,40.14,34.76,36.4,32.73,37.08,33.46,,32.95,30.2,31.67,32.31,41.03,30.97,37.74,28.17,38.91,43.3,32.92,29.67,43.08,27.38,30.34,31.28,40.2,34.66,45.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
