"KEMPSEY DRAYCOTT HOUSE",,,,,,,,,,,,
Grid ref,SO853481,Long,-2.216165,Lat,52.131006,,,,,,,
Station no,2399,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.70,1.84,1.22,2.58,,,3.90,0.95,0.80,1.08,,
February,4.60,0.93,1.23,1.82,,,1.56,1.01,1.20,0.35,,
March,1.14,2.02,1.55,3.45,,,1.21,0.62,2.78,2.50,,
April,0.99,2.23,2.43,1.56,,,1.70,2.06,3.13,1.88,,
May,2.44,0.92,2.43,5.07,,,3.21,2.76,2.21,1.02,,
June,1.84,1.37,2.63,3.96,,,3.38,2.47,1.55,3.51,,
July,1.81,3.87,1.37,3.95,,,0.96,2.27,2.19,2.60,,
August,4.05,2.21,3.68,3.54,,,0.83,2.30,2.96,1.69,,
September,0.76,1.35,1.47,2.55,,,0.67,0.25,2.14,3.34,,
October,2.52,1.62,2.48,6.24,,,4.54,6.52,2.13,3.01,,
November,1.92,0.95,2.23,1.38,,,2.67,1.98,1.20,1.02,,
December,5.81,3.47,1.67,1.29,,,1.86,3.99,2.08,3.65,,
Total,31.58,22.78,24.39,37.39,,,26.49,27.18,24.37,25.65,,
Calc annual,31.58,22.78,24.39,37.39,0.00,0.00,26.49,27.18,24.37,25.65,,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,0.00,0.00,0.00,0.00,,
