"HORSTED KEYNES (CINDER HILL)",,,,,,,,,,,,
Grid ref,TQ379297,Long,-0.033995,Lat,51.050101,,,,,,,
Station no,518/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.00,2.91,1.31,1.47,4.24,4.86,2.98,4.48,3.24,3.79,,
February,7.17,0.89,1.48,2.67,1.87,0.81,5.37,2.43,0.03,2.69,,
March,4.43,3.63,0.31,3.81,1.21,1.06,1.72,2.03,2.11,2.41,,
April,2.90,2.11,2.83,0.47,0.34,1.56,0.10,1.03,2.49,0.93,,
May,2.34,2.08,1.49,1.91,4.57,0.51,1.19,2.70,0.36,1.30,,
June,2.65,1.53,1.83,4.03,2.07,2.67,2.38,4.14,1.07,1.81,,
July,3.02,0.67,3.92,4.07,0.81,3.53,3.44,2.14,2.12,4.04,,
August,6.31,3.81,2.44,3.10,0.69,4.92,2.62,3.66,0.99,4.81,,
September,3.77,3.16,4.79,2.95,2.71,3.72,4.07,6.13,0.14,2.90,,
October,1.68,3.75,4.54,2.62,3.82,2.40,1.89,3.54,3.69,7.85,,
November,6.38,4.35,1.61,6.62,1.79,0.77,3.49,2.26,3.58,6.71,,
December,3.41,3.24,0.87,2.65,3.54,5.09,2.89,4.90,8.24,4.18,,
Total,48.06,32.13,27.42,36.37,27.66,31.90,32.14,39.44,28.06,43.42,,
Calc annual,48.06,32.13,27.42,36.37,27.66,31.90,32.14,39.44,28.06,43.42,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
