GREENFIELD UPPERWOOD MOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE031063,Long,-1.95468,Lat,53.55332,Elevation,1518,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,5.3,1.81,4.47,3.82,4.6,6.1,4.4,5.61,4.97,5.52,5.67,9.61,4.45,5.33,3.04,3.86,5.01,4.76,9.86,2.22,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,5.6,4.92,2.58,1.58,2.39,5.15,6.65,1.68,8.37,1.5,4.9,0.92,6.06,5.55,1.83,6.87,4.32,1.77,5.36,0.85,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,1,2.81,5.62,5.22,6.19,1.92,5.26,3.16,2.55,6.52,3.66,4.3,3.02,2.69,1.56,1.88,2.35,4.87,2.45,1.4,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.28,2.73,1.36,4.44,1.52,1.86,2.79,2.67,2.12,3.21,7.71,2.71,3.4,3.61,2.39,3.04,2.82,4.87,1.41,1.92,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,4.26,1.44,4.56,3.88,2.85,2,3.73,2.67,3.78,1.92,6.42,2.77,1.86,4.77,6.1,5.05,4.92,1.84,2.27,3.44,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.29,4.83,5.09,2.82,6.6,1.99,3.95,1.98,2.47,1.99,4.14,0.56,3.57,1.69,2.59,0.08,4.67,4.85,6.3,1.33,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,5.07,0.64,5.64,2.02,4.94,5.53,2.86,2.07,7.95,3.14,9.95,2.24,6.37,4.55,3.89,2.83,3.48,3.39,2.41,3.07,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.42,4.08,9.61,2.71,4.43,6.44,2.24,8.09,4.39,3.26,3.27,7.22,7.33,4.62,5.96,4.49,5.29,6.24,6.05,6.78,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.48,3.93,2.98,2.59,3.06,0.73,3.28,2.03,13.33,2.19,3.34,1.28,5.7,4.74,4.87,4.32,3.71,7.61,0.84,2.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,3.96,4.25,5.31,4.14,3.86,2.82,7.57,6.98,4.14,4.14,1.63,2.71,1.81,5.38,6.24,6.46,4.38,4.89,5.62,6.18,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,4.78,5.33,4.19,4.21,5.79,4.28,3.45,5.39,2.19,4.58,2.82,2.74,3.57,6.71,2.55,3.33,5.15,5.44,7.46,9.3,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.43,5.41,5.37,3.08,6.81,8.39,4.17,4.49,8.83,8.78,4.63,7.82,3.64,4.8,5.1,4.45,3.03,1.86,3.71,7.97,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,39.1,33.4,36.5,44.4,27.9,41,40.5,42.4,54.1,47.8,39.7,,,,,,,,,,,,,,,,53.3,51.87,42.18,56.78,40.51,53.04,47.21,50.35,46.82,65.09,46.75,58.14,44.88,50.78,54.44,46.12,46.66,49.13,52.39,53.74,46.66,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1931 - Gauge Stn 3093 transferred to Station 3098/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
