GRAYSHOTT-HINDHEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU873351,Long,-0.754353,Lat,51.108558,Elevation,660,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.54,3.75,3.81,1.67,1.15,3.08,6.19,1.29,6.81,0.99,2.15,1.27,3.21,1.49,3.51,5.57,0.82,5.26,1.95,1.58,4.11,6.56,4.24,3.61,5.44,2.13,3.21,4.32,5.78,2.76,5.41,1.77,5.88,2.71,4.54,2.81,3.02,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.31,3.42,7.66,1.83,2.21,2.34,4.55,0.9,3.71,1.74,1.25,0.65,4.72,2.03,3.47,1.45,6.41,6.57,5.98,1.17,2.21,3.27,0.83,0.2,3.45,6.53,0.77,5.23,2.49,5.54,2.56,0.82,1.4,2.7,0.44,5.28,0.12,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,4.95,1.53,0.82,0.93,2.45,2.05,3.9,1.87,4.98,1.79,1.19,3.56,5.11,1.57,2.63,4.76,3.96,5.3,0.76,5.21,2.25,1.54,5.44,3,1.53,3.34,2.61,1.79,0.73,0.33,4.63,3.16,0.09,1.3,0.53,1.97,4.94,3.23,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.85,1.51,3.14,1.12,2.7,1.22,2.67,1.63,1.5,0.6,5.09,3.36,1.92,2.14,2.04,0.02,3.45,1.74,1.42,0.96,2.75,3.36,3.07,3.55,0.96,4.46,3.51,3.84,2.68,3.6,2.27,2.35,0.78,2.83,3.69,3.45,1.07,2.63,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.71,4.47,1.54,1.37,0.76,2.13,3.49,3.59,0.7,3,2.01,2.84,2.5,2.15,1.71,1.54,3.44,1.3,4,1.88,1.64,1.59,0.41,1.16,2.45,0.98,3.11,4.88,5.57,2.42,0.88,2.46,2.86,2.61,3.2,4.69,2.72,0.8,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.06,1.61,1.26,2.92,1.56,3.13,5.16,1.4,6.94,1.91,2.35,1.08,3.28,3.4,2.09,3.99,0.47,1.08,1.49,2.38,2.28,1.14,0.83,1.94,0.13,2.02,0.4,3.57,0.02,2.82,3.79,2.85,1.66,0.37,2.17,2.22,2.52,1.41,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.15,0.37,1.15,1.5,3.22,1.07,3.88,1.33,0.86,0.51,1.45,2.35,3.03,2.73,0.92,2.77,2.73,2.63,4.88,1.4,4.45,4.77,1.64,6.08,0.51,4.84,1.53,4.34,3.94,1.75,3.47,2.1,1.69,2.92,3.88,2.99,2.14,1.7,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.16,1.47,0.81,3.27,1.68,4.04,4.69,2.73,3.52,2.05,2.68,4.73,2.5,3.2,1.25,6.08,1.35,1.67,3.13,3.81,7.25,1.18,3.34,2.03,2.34,3.28,2.93,3.02,4.2,1.57,4.74,2.16,2.51,4,5.25,1.43,1.2,3.29,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.15,2.1,2.84,0.97,1.75,0.97,3.67,2.32,2.31,2.49,0.39,1.93,2.7,0.45,1.33,4.21,3.88,1.61,2.17,2.74,2.11,6.23,1.62,2.81,0.94,1.77,1.93,5.84,3.11,0.92,6.91,1.53,0.24,3.16,2.77,3.39,4.81,2.83,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.67,4.28,3.51,2.74,2.98,2.44,9.79,2.71,2.02,5.5,7.91,2.96,8,4.43,5.27,4.58,5.78,2.31,4.56,6.66,5.13,1.75,0.5,2.91,0.83,1.14,6.85,4.59,4.1,3,2.66,7.35,4.75,1.69,0.62,6.66,2.04,2.07,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
