"GRAYSHOTT (HINDHEAD)",,,,,,,,,,,,
Grid ref,SU873351,Long,-0.754353,Lat,51.108558,,,,,,,
Station no,743,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.81,1.67,1.15,3.08,6.19,1.29,6.81,0.99,2.15,1.27,,
February,7.66,1.83,2.21,2.34,4.55,0.90,3.71,1.74,1.25,0.65,,
March,0.93,2.45,2.05,3.90,1.87,4.98,1.79,1.19,3.56,5.11,,
April,1.12,2.70,1.22,2.67,1.63,1.50,0.60,5.09,3.36,1.92,,
May,1.37,0.76,2.13,3.49,3.59,0.70,3.00,2.01,2.84,2.50,,
June,2.92,1.56,3.13,5.16,1.40,6.94,1.91,2.35,1.08,3.28,,
July,1.50,3.22,1.07,3.88,1.33,0.86,0.51,1.45,2.35,3.03,,
August,3.27,1.68,4.04,4.69,2.73,3.52,2.05,2.68,4.73,2.50,,
September,0.97,1.75,0.97,3.67,2.32,2.31,2.49,0.39,1.93,2.70,,
October,2.74,2.98,2.44,9.79,2.71,2.02,5.50,7.91,2.96,8.00,,
November,3.23,0.85,3.61,2.25,1.56,5.13,5.31,2.71,1.42,0.68,,
December,4.47,4.91,2.13,3.58,3.73,0.98,2.46,4.36,3.71,4.96,,
Total,33.99,26.36,26.15,48.50,33.61,31.13,36.14,32.87,31.34,36.60,,
Calc annual,33.99,26.36,26.15,48.50,33.61,31.13,36.14,32.87,31.34,36.60,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
