"BUTCOMBE (CHOLWELL)",,,,,,,,,,,,
Grid ref,ST519620,Long,-2.692137,Lat,51.355026,,,,,,,
Station no,2040,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,3.46,,,,,,,,,,
February,4.86,0.83,,,,,,,,,,
March,3.98,3.33,,,,,,,,,,
April,4.52,2.01,,,,,,,,,,
May,2.76,4.04,,,,,,,,,,
June,0.88,5.07,,,,,,,,,,
July,1.38,,,,,,,,,,,
August,6.41,,,,,,,,,,,
September,2.57,,,,,,,,,,,
October,1.46,,,,,,,,,,,
November,8.94,,,,,,,,,,,
December,3.07,,,,,,,,,,,
Total,43.98,,,,,,,,,,,
Calc annual,43.98,18.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
