"AIRDRIE AIRDRIE STREET",,,,,,,,,,,,
Grid ref,NS762651,Long,-3.979673,Lat,55.863131,,,,,,,
Station no,5183,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,3.25,1.94,3.83,2.52,3.87,4.78,,
February,,,,,1.85,2.18,2.35,2.61,2.09,2.37,,
March,,,,,1.58,3.87,3.29,3.62,4.04,4.18,,
April,,,,,4.66,2.31,1.38,1.60,1.57,3.75,,
May,,,,,3.08,1.55,4.90,3.78,2.44,2.82,,
June,,,,,1.31,1.09,1.46,3.85,1.83,2.35,,
July,,,,,3.05,3.68,2.44,2.74,3.40,3.99,,
August,,,,,3.88,2.89,5.33,4.97,3.00,3.18,,
September,,,,,2.88,1.86,1.94,1.02,4.81,2.00,,
October,,,,,1.27,2.49,6.19,7.74,1.49,5.15,,
November,,,,,2.25,3.98,4.42,1.85,2.77,2.00,,
December,,,,,3.49,3.10,3.13,4.43,1.67,4.62,,
Total,,,,,32.55,30.94,40.66,40.73,32.98,41.19,,
Calc annual,0.00,0.00,0.00,0.00,32.55,30.94,40.66,40.73,32.98,41.19,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,,
