DANBURY PARK GARDENS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1287/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.88,1.10,1.39,1.40,1.52,,3.83,2.27,5.30,,,
February,1.72,0.31,0.93,0.14,1.87,,3.98,0.50,0.99,,,
March,0.28,1.21,1.54,1.95,0.44,,2.53,0.33,1.53,,,
April,3.38,2.44,0.84,1.63,2.67,,2.74,0.42,2.99,,,
May,2.74,3.61,1.58,0.49,1.01,,2.55,2.06,1.78,,,
June,1.29,0.55,1.27,1.11,3.22,,2.42,0.67,1.29,,,
July,3.01,2.74,0.95,2.06,0.89,,1.29,0.91,2.33,,,
August,3.30,1.22,0.33,1.54,2.10,,0.77,1.45,4.29,,,
September,1.34,2.12,2.13,1.38,4.14,,1.29,2.17,0.84,,,
October,0.63,5.33,1.41,1.87,2.27,,1.53,2.59,7.49,,,
November,1.87,1.03,1.11,1.53,4.24,,1.82,2.70,4.09,,,
December,0.56,0.28,0.38,4.31,1.98,,4.17,2.78,1.34,,,
Total,22.00,21.94,13.86,19.41,26.35,,28.92,18.85,34.26,,,
Calc annual,22.00,21.94,13.86,19.41,26.35,0.00,28.92,18.85,34.26,0.00,,
Difference,0.00,-0.00,-0.00,0.00,0.00,NaN,0.00,0.00,-0.00,NaN,,
