TREDEGAR-LABORATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO144082,Long,-3.241823,Lat,51.765911,Elevation,950,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,7.67,9.22,3.29,5.47,4.52,,6.14,8.47,9.62,7.32,6.51,3.93,7.55,6.37,7.76,7.86,10.62,2.34,12.65,5.55,11.76,5.91,8,1.7,9.14,11.22,8.53,10.98,3.6,4.72,5.42,11.82,6.68,4.71,8.55,5.91,14.19,2.02,1.81,7.42,6.79,1.66,3.65,5.27,8.17,7.65,5.69,8,7.83
February,,,5.34,3.6,10.09,10.7,8.85,,5.31,4.59,3.45,0.2,7.23,13.08,0.52,9.8,4.65,5.18,5.89,1.44,0.81,4.79,0.2,6.2,0.73,7.58,3.74,8.58,2.39,5.25,4.91,6.12,0.55,4.74,1.19,7.64,6,2.16,3.56,3.33,10.92,8.16,1.37,2.68,5.64,2.98,0.66,8.46,8.96,0.51,7.29
March,,,11.04,10.33,10.07,1.36,3.66,,3.5,7.53,7.49,6.86,6.11,2.51,2.61,0.92,1.27,6.03,6.34,0.75,4.08,1,4.27,5.43,4.62,1.85,5.43,4.6,0.78,2.82,4.38,4.16,4.33,1.22,0.38,2.63,2.48,12.37,3.58,2.63,4.19,6.22,3.93,4.06,5.96,3.76,2.75,6.27,2.03,6.49,3.92
April,,,0.63,9.03,2.94,1.93,2.64,,3.23,2.98,10.83,1.14,4.15,3.73,4.68,4.44,2.81,2.01,2.24,0.85,5.62,4.84,6.32,1.72,4.01,7.41,3.55,4.18,0.38,4.89,5.24,1.19,3.59,1.68,2.96,2.81,1.96,6.67,3.75,5.45,4.67,5.58,4.72,4.94,1.01,1.92,2.26,0.19,1.27,6.5,4.81
May,,,1.98,4.22,3.26,3.4,4.67,,2.19,0.9,4.03,2.05,1.01,2.99,4.8,4.69,2.88,1.72,0.74,4.71,1.94,5.75,6.83,2.67,2.81,1.3,1.69,2.2,5.02,1.1,2.02,3.72,8.98,5.92,2.11,3.76,5.14,3.54,4.79,4.45,2.91,3.88,5,3.74,3.37,6.99,1.64,3.42,5.33,1.91,2.29
June,,,7.07,2.33,2.94,1.55,2.9,,2.03,2.01,4.81,0.94,1.35,0.7,2.11,0,2.65,5.62,3.78,3.95,1.21,4.94,3.08,3.67,1.63,6.82,3.89,1.58,3.58,3.33,1.31,2.06,0.31,4.44,3.41,5.86,5.68,3.3,6.05,1.09,2.34,1.64,3.31,2.71,7.23,5.24,4.4,1.26,4.02,2.33,2.77
July,,,6.74,0.91,7.43,5.59,2.08,,5.8,2.63,6.97,1.73,5.76,2.64,6.12,2.44,3.57,4.69,2,4.8,4.71,4.64,4.85,4.49,3.04,0.86,9.48,3.05,4.82,13.24,5.47,2.89,3.42,3.43,3.56,3.95,2.66,3.77,1.83,1.05,7.58,1.81,3.26,6.77,4.17,0.39,7.22,4.8,4.9,6.22,6.12
August,,,11.64,2.15,4.52,3.21,6.76,,2.85,4.23,2.34,5.15,3.28,3.59,5.12,6.73,4.82,7.56,4.41,3.12,7.28,6.62,1.65,1.18,5.53,2.18,0.79,1.04,3.52,3,0.5,7,6.54,5.3,4.4,3.83,9.3,0.55,6.62,3.57,8.69,6.85,9.38,7.05,5.89,1.49,5.93,4.8,5.51,1.36,5.11
September,,,1.25,3.73,2.72,1.07,2.61,,13.9,2.68,3.8,2.74,3.18,4.46,6.89,4.22,1.98,7.59,2.09,1.56,6.97,1.95,6.83,2.95,3.69,8.6,4.66,2.35,2.69,0.99,2.94,0.82,3.95,5.3,5.55,4.58,9.23,2.87,5.27,2.95,7.02,6.38,4.66,5.67,7.53,2.75,6.83,8.41,10.02,0.3,6.22
October,,,7.06,7.75,4.23,6.31,13.36,,4.21,2.75,6.33,2.44,1.69,8.64,5.67,6.68,5.13,5.25,11.71,9.51,8.91,1.35,10.07,7.74,5.84,7.17,3.41,4.56,8,5.38,8.25,6.93,4.52,5.21,8.79,7.54,1.63,1.71,6.08,12.28,3.18,1.6,8.21,4.83,9.52,4.23,2.15,4.81,8.19,6.03,10.09
