"HARROGATE W.W. (BROAD DUBB)",,,,,,,,,,,,
Grid ref,SE219530,Long,-1.667619,Lat,53.972609,,,,,,,
Station no,3349,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.95,3.15,1.04,2.40,2.59,4.72,2.33,2.81,3.97,5.39,,
February,3.05,0.91,2.60,2.69,2.89,2.62,3.11,5.70,0.27,2.43,,
March,3.65,1.83,1.00,1.80,2.34,1.54,2.75,2.59,1.49,2.61,,
April,0.99,1.40,2.45,0.30,1.04,2.98,0.33,0.88,4.03,1.64,,
May,5.65,1.90,1.87,4.30,3.06,1.11,1.32,4.61,1.12,0.99,,
June,0.90,1.47,1.65,2.01,2.54,2.78,2.13,4.58,1.70,1.08,,
July,2.27,1.39,3.04,1.78,0.99,5.61,3.47,3.18,2.49,5.32,,
August,5.40,3.22,4.36,7.16,2.02,6.90,5.59,2.17,0.82,3.05,,
September,2.97,4.58,3.41,2.77,1.54,4.73,4.59,4.05,0.21,3.86,,
October,1.00,3.63,1.90,4.65,2.61,1.58,3.74,2.51,3.02,6.30,,
November,7.59,2.02,3.45,5.40,2.52,1.08,2.31,0.90,4.97,6.21,,
December,4.05,2.27,1.68,4.62,6.03,4.43,3.45,5.88,6.31,4.46,,
Total,40.47,27.77,28.45,39.88,30.17,40.08,35.12,39.86,30.40,43.84,,
Calc annual,40.47,27.77,28.45,39.88,30.17,40.08,35.12,39.86,30.40,43.34,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.50,,
