GALWAY QUEENS COLLEGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IM2923625926,Long,-9.061737,Lat,53.279155,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,3.24,7.31,8.52,4.62,9.01,8.96,4.77,5.29,4.27,4.11,6.44,6.63,7.13,5.16,5.52,2.95,6.9,,3.74,0.61,0.31,3.06,4.49,5.41,2.87,4.31,2.4,2.47,3.72,5.88,2.21,2.22,2.35,4.9,,1.86,1.8,4.44,4.81,6.21,3.13,4.3,5.39,3.63,2.81,6.92,1.24,3.99,1.86
February,,4.58,2.36,5.02,4.16,5.04,4.64,4.98,5.25,6.12,2.72,4.78,3.93,1.51,2.68,1.04,5.31,3.22,,4.05,3.7,3.55,2.71,4.53,4.16,3.09,2.65,2.77,0.62,4.07,0.95,0.32,1.92,4.87,5.55,,1.79,2.92,3.16,3.76,,0.97,2.34,5.04,4.94,2.1,3.82,2.63,2.01,1.22
March,,6.89,3.94,4.44,5.33,2.54,3.29,3.37,5.38,3.44,1.45,2.21,2.72,3.13,4.34,1.2,4.78,2.5,2.5,2.53,3.32,3.23,3.7,1.08,3.52,1.66,4.18,1.27,2.94,1.5,2.94,1.86,0.9,0.86,3.99,,6.09,6.33,0.92,2.19,0.5,3.52,2.47,6.5,2.83,4.8,2.85,4.02,2.28,1.81
April,,1.22,4.02,4.22,2.99,0.74,2.22,4.13,2.28,3.41,2.61,3.44,1.7,3.22,3.07,2.19,3.74,3.34,2.5,2.45,3.6,1.21,3.71,1.45,1.31,2.6,2.03,2.19,1.48,2.01,1.67,2.21,1.66,2.13,3.76,,1.38,4.9,2.79,4.77,2.55,3.26,2.22,1.88,1.78,1.78,1.71,2.36,1.1,3.57
May,,1.09,3.34,5.25,2.88,4.19,1.97,4.67,3.74,4.8,4.36,1.28,2.3,2.4,3.09,3.68,0.85,3.53,3.36,1.89,1.3,2.71,2.43,2.1,4.29,2.1,4.6,1.56,2.87,4.41,2.31,2.12,4.06,1.25,3.9,0.68,0.44,1.41,2.74,2.9,3.51,2.29,1.71,1.83,0.99,1.38,4.76,4.09,2.31,1.18
June,,2.79,2.72,5.18,5.41,1.26,4.28,1.75,1.74,1.6,1.45,3.5,6.09,3.54,3.68,3.91,2.27,2.11,5.92,5.67,5.67,4.86,,1.41,0.9,0.5,1.38,0.46,4.67,1.05,3.79,2.13,1.46,2.06,2.75,1.24,3.07,4.51,2.91,2.37,,3.25,1.8,1.03,1.75,2.23,3.02,4.43,1.34,1.24
July,,6.41,4.2,0.41,3.01,4.6,1.94,3.15,2.51,3.87,3.43,6.2,2.8,6.47,4.98,1.13,3.39,3.2,1.43,3.87,6.58,2.56,,4.27,2.94,4.5,5.12,4.1,4.14,2.65,3.29,0.88,3.34,3.96,5.79,3.98,6.81,3.8,1.7,2.07,,1.56,1.94,4.46,5.55,1.42,2.91,1.82,1.74,2.22
August,,8.49,3.54,5.36,4.1,4.91,5.11,4.49,3.93,1.47,3.29,3.64,5.25,6.28,3.65,3.59,3.07,5.22,6.14,6.47,2.09,5.5,,3.91,1.58,2.98,3.43,4.85,2.57,4.8,2.86,7.28,7.34,3.72,4.19,4.81,2.92,6.83,6.99,2.16,,4.5,2.11,8.6,3.81,4.76,3.2,4.83,3.11,1.39
September,,10.38,2.68,7.03,7.32,2.21,6.96,3.52,2.41,8.46,3.51,2.18,6.9,4.14,4,1.1,5.61,2.42,3.65,5.03,2.67,2.7,,4.29,2.68,5.51,3.88,6.97,1.12,2.59,2.73,3.84,5.72,1.83,0.08,1.25,5.79,2.47,3.22,3.29,,5.68,2.32,4.86,3.22,1.47,1.9,2.02,3.59,2.71
October,,3.91,6.68,4.9,4.88,5.91,2.6,5.29,6.16,1.67,9.69,2.2,6.45,5.5,6.73,3.57,4.63,5.68,3.4,2.3,1.11,2.94,,4.95,2.55,4.95,3.69,3.49,1.82,4,2.81,6.34,2.39,4.89,1.73,3.92,2.95,2.38,2.8,2.23,,4.15,2.31,6.32,3.59,1.66,4.1,5.28,0.69,5.18
November,,5.85,2.2,8.01,9.23,3.97,4.02,0.74,2.63,5.01,4.57,1.38,5.77,2.92,4.63,2.84,4.58,8.09,2.04,0.88,6.55,7.26,,6.29,4.63,2.88,4.37,4.54,2.62,1.77,7.15,2.19,5.66,2.97,,5.61,1.21,4.27,3.93,3.94,,5.03,4.71,3.15,2.78,2.72,2.25,3.22,2.23,2.28
December,,3.77,8.62,4.18,4.14,4.52,5.6,2.23,6.49,8.07,3.65,2.44,5.83,1.84,5.83,2.89,5.85,,2.39,3.22,3.79,4.45,,2.47,5.92,1.22,4.28,3.33,4.17,4.3,2.2,7.76,2.01,5.03,,4.2,5.27,5.81,4.45,5.16,,3.82,3.67,3.59,3.78,1.98,3.81,5.4,3.04,4.18
Total,,58.62,51.61,62.52,58.07,48.9,51.59,43.09,47.81,52.19,44.84,39.69,56.37,48.08,51.84,32.66,47.03,,,42.1,40.99,41.28,,41.24,39.89,34.86,43.92,37.93,31.49,36.87,38.58,39.14,38.68,35.92,,,39.58,47.43,40.05,39.65,,41.16,31.9,52.65,38.65,29.11,41.25,41.34,27.43,28.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
