BURY-ST-EDMUNDS-ABBEYGATE-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL852641,Long,0.7112408,Lat,52.243917,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,2.21,1.31,1.69,1.83,0.61,2.38,2.71,3.21,1.86,2.5,0.77,0.77,2.5,2.42,1.03,2.25,1.74,2.55,1.37,1.09,0.1,0.73,1.41,1.58,,,1.62,1.36,0.74,0.47,1.58,1.53,0.72,1.13,1.15,1.92,1.19,1.46,,
February,1.04,2.69,0.6,0.41,1.09,1.89,3.29,1.84,1.54,2.57,0.71,1.89,0.71,1.9,0.77,1.13,2.89,2.1,1.02,3.19,1.54,2.82,0.99,2.53,,,0.11,0.48,0.92,1.12,0.94,0.02,1.76,2.31,1.25,0.1,0.47,1.81,,
March,2.49,1.95,3.28,0.71,2.22,1.58,1.67,1.25,1.74,1.25,1.35,0.73,1.8,1.88,0.78,0.32,2.22,1.74,0.86,0.83,0.95,1.43,1.94,0.6,,,1.21,1.52,2.72,0.82,2.67,0.88,0.96,0.04,0.44,1.3,2.66,2.04,,
April,1.01,0.82,2.19,0.76,0.55,0.34,2.24,2.84,1.47,1.01,0.65,2.7,1.86,1.09,0.77,1.05,2.11,2.35,1.29,2.01,2.08,1.23,2.7,1.16,,,1.03,0.9,0.73,1.77,0.64,0.48,1.06,0.1,0.72,0.7,0.49,1.7,,
May,3.19,1.14,2.45,0.99,2.21,1.72,1.97,3.11,0.53,2.72,0.51,1.02,2.22,2.08,0.53,2.15,0.8,1.15,4.38,2.58,0.41,0.73,1.59,0.94,,,2.35,1.67,0.51,3.98,1.81,2.31,1.52,0.75,2.29,0.49,0.59,0.94,,
June,6,2.12,2.65,2.62,1.06,1.36,2.31,0.58,1.55,1.46,0.51,2.34,2.01,2.79,1.9,3.9,2.03,1.48,0.91,3.69,2.57,1.2,2.23,2.05,,,0.27,0.15,2.17,1.57,1.98,0.48,2.66,0.97,1.69,0.42,2.58,1.53,,
July,2.63,2.2,1.71,1.12,0.72,5.99,3.31,5.04,0.23,0.67,1.54,2.54,6.69,2.38,1.64,5.31,1.18,3.07,0.67,5.19,4.03,2.23,1.31,3.44,,,2.42,1.06,2.63,2.49,4.34,2.89,2.42,2.34,2.51,4.53,1.03,0.69,,
August,4.75,0.61,2.09,1.44,0.62,3.62,2.57,1.26,1.28,2.5,1.65,0.32,1.88,2.16,1.24,0.38,2.32,3.22,3.54,2.77,0.86,3.76,1.87,1.01,,,1.22,1.34,1.76,2.7,1.95,3.07,2.72,1.86,3.16,2.94,2.29,2.01,,
September,2.67,1.27,1.32,2.54,2.96,0.06,3.2,2.05,1.62,3.51,1.23,3.9,1.59,3.24,3.3,2.89,4.16,2.22,0.87,3.87,3.89,2.31,1.79,2.99,,,0.75,1.63,0.98,2.62,0.42,0.96,4.27,0.59,0.55,0.47,5.4,2.53,,
October,1.39,0.8,2.82,3.01,1.07,6.9,0.48,2.31,2.77,2.09,2.75,0.93,3.58,2.98,2.01,3.94,0.63,1.12,2.14,0.89,3.73,0.7,4.47,1.1,,,2.49,1.57,0.78,3.98,1.51,3.48,3.91,2.02,1.37,1.67,2.94,0.66,,
November,2.02,3.37,1.17,2.41,2.36,1.39,2.88,0.85,0.6,2.3,0.78,1.34,4.28,1.82,2.36,5.56,2.96,3.21,5.04,1.46,1.86,1.56,2.42,3.54,,,2.26,1.51,3.12,1.36,2.42,1.34,1.3,2.59,2.3,1.65,1,1.12,,
December,2.22,1.22,1.51,0.89,0.41,1,2.79,2.16,4.37,4.12,3.33,1.07,4.06,0.61,2.31,1.71,3,1.72,1.07,0.45,3.11,2.67,2.6,1.84,,,3.35,1.21,0.81,0.92,0.46,2.36,0.78,1.2,1.8,1.32,3.17,1.46,,
Total,31.62,19.5,23.48,18.73,15.88,28.23,29.42,26.5,19.56,26.7,15.78,19.55,33.18,25.35,18.64,30.59,26.04,25.93,23.16,28.02,25.13,21.37,25.32,22.78,,,19.08,14.4,17.87,23.8,20.72,19.8,24.08,15.9,19.23,17.51,23.81,17.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875 Feb IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876 Jan - Gauge replaced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 Record accidentally burnt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note that this gauge is mounted at the top of the house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
