POMONA DEERNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HY 56181 05181,Long,-2.76291,Lat,58.931632,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,2.95,4.77,3.6,4.01,3.38,3.32,2.23,3.55,4.33,3.5,3.18,3.28,3.3,2.44,3.73,3.25,4.23,3.41,3.95,4.74,3.25,2.34,1.91,3.58,3.87,5.96,4.3,3.39,2.74,4.72,5.5,2.96,5.11,3.04,2.96,3.2,3.98,5.18,1.35,3.08,5.3,4.51,2.19,3.36,4.86,4.76,5.88,5.26,5.02,
February,,2.02,3.35,2.66,3.72,1.04,2.49,1.6,5.89,1.5,2.47,2.31,2.23,5.03,2.62,4.32,3.6,3.51,4.26,1.87,3.03,3,3.17,1.78,3.46,4.04,2.89,1.16,3.23,1.35,4.38,2.15,1.99,3.65,3.39,3.8,2,2.19,3.4,1.07,0.85,4.33,0.66,3.98,3.82,2.98,2.09,4.78,2.82,3.83,
March,,2.94,1.45,2.5,2.22,2.04,3.18,3.44,3.6,3.42,1.95,2.01,3.05,2.18,2.15,2.8,2.18,2.65,4.39,1.71,1.91,2.08,3.84,2.72,3.81,2.32,3.06,3.1,2.02,3.02,4.16,3.25,2.25,0.52,1.56,3.04,5.35,2.24,2.35,0.89,1.74,1.99,3.19,2.58,2.78,2.77,1.55,2.55,3.07,2.3,
April,,0.83,2.02,1.14,0.48,2.93,1.66,1.6,2.69,2.56,2.16,2.67,1.51,3.13,4.28,2.59,2.19,1.79,2.28,1.71,3.47,2.77,2.89,1.87,1.24,2.34,2.08,2.48,1.72,3.53,1.72,1.5,3.26,3.19,1.81,2.35,3.8,6.1,1.61,1.49,2.19,2.38,3.41,2.17,4.27,2.99,1.08,0.92,1.44,1.52,
May,,2.27,3.12,1.45,2.37,0.91,2.01,1.72,3.36,2.89,1.29,1.43,1.9,1.29,1.64,1.57,3.02,1.16,2.72,1.58,2.12,2.15,3.77,1.5,2.77,0.57,2.33,1.55,1.48,0.56,3.4,2.24,2.51,3.97,1.96,2.68,1.63,1.83,1.51,1.73,2.68,4.74,1.14,1.43,2.16,0.53,1.23,0.36,3.17,0.69,
June,,1.42,2.12,0.41,1.67,2.81,3.19,0.86,1.22,2.16,1.36,3.26,1.51,1.29,1.71,1.44,1.03,3.7,2.86,1.98,1.07,2.09,1.25,2.69,0.92,0.57,3.22,2.14,1.97,3.07,0.52,1.95,1.32,2.11,1.72,1.46,2.21,3.1,1.9,3.3,1.93,2.06,1,1.04,1.1,1.53,1.5,2.7,4.3,1.2,
July,,4.9,2.67,3.04,4.71,2.49,3.12,1.9,2.68,2.5,3.31,1.94,2.48,3.89,1.07,3.14,2.45,1.17,1.67,2.44,1.41,2.01,1.66,0.65,3.59,1.93,1.76,0.48,5.24,1.21,2.15,2.8,3.1,3.11,2.55,1.74,1.63,1.72,2.31,1.48,1.63,1.54,,1.25,3.71,3.2,3.79,1.65,2.85,5.29,
August,,4.67,3.25,1.87,3.9,2.76,3.01,1.97,3.05,1.44,1.94,3.55,2.67,4.27,2.85,2.73,3.06,4.14,2.54,3.39,3.27,2.88,2.98,1.3,1.59,1.71,1.01,2.31,4.77,6.86,1.77,2.82,2.48,4.61,3.13,2.21,2.95,1.23,1.35,4.8,4.17,0.51,2.97,2.12,3.79,3.8,3.07,2.35,2.48,1.96,
September,3.86,3.37,3.29,5.24,1.22,2.77,6.23,4.66,4.12,4.59,2.99,1.83,2.39,2.48,2.24,2.93,3.11,1.25,3.68,2.56,1.51,2.75,0.83,1.98,3.14,2.58,1.71,4.36,4.2,3.78,3.41,3.79,2.76,5.41,5.03,3.49,4.76,3.34,2.22,5.94,4.43,0.81,,1.19,3.49,4.61,2.98,3.12,2.29,1.98,
October,5.53,1.88,4.72,7.07,2.88,4.68,5.8,3.07,3.52,3.46,4.77,4.55,2.74,5.12,3.53,5.75,2.85,3.18,1.52,5.29,1.67,2.19,3.79,2.53,2.91,1.06,6.19,7,3.32,2.67,0.73,3.88,1.98,6.81,3.35,4.4,8.62,6.15,3.78,6.13,4.88,4.5,4.57,2.63,5.9,6.46,4.21,2.54,6.35,,
November,7.14,2.43,3.91,6.11,1.41,2.89,2.67,3.43,4.42,3.95,3.89,3.56,1.54,4.61,3.33,4.28,4.83,2.45,4.35,5.39,4.78,4.64,3.76,5.34,4.47,3.9,4.08,6.35,3,6.13,5.74,2.9,2.9,6.16,2.62,2.25,3.87,4.5,4.28,4.45,4.26,2.73,4.53,2.79,2.65,5.2,2.98,1.83,4.39,,
December,1.78,3.14,2.38,4.21,2.99,6.06,5.19,3.76,6.45,3.42,4.38,5.55,3.79,2.71,4.47,1.56,4.87,3.01,4.08,4.49,3.91,4.18,4.34,4.5,4.01,6.66,4.15,2.8,6.04,6.56,3.29,7.57,4.96,4.35,2.26,2.74,5.46,1.34,4.05,5.71,3.72,5.64,2.73,1.61,3.26,3.94,3.32,2.22,4.42,,
Total,,,37.05,39.3,31.58,34.76,41.87,30.24,44.55,36.22,34.01,35.84,29.09,39.3,32.33,36.84,36.44,32.24,37.76,36.36,32.89,33.99,34.62,28.77,35.49,31.55,38.44,38.03,40.38,41.48,35.99,40.35,32.47,49,32.42,33.12,45.48,37.72,33.94,38.34,35.56,36.53,,24.98,40.29,42.87,32.56,30.9,42.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location High based on Valuation Rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Jun S +T deleted estd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
