ABERDEEN (MANNOFIELD RES.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ915042,Long,-2.142038,Lat,57.128642,Elevation,171,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,,,,,,,,,,,3.27,1.49,3.36,0.9,2.9,2.37,3.14,1.37,1.38,3.83,2.55,2.17,1.54,3.77,2.25,4,1.86,2.08,3.31,1.87,2.11,1.91,1.88,5.41,5.7,2.54,4.71,1.96,2.84,5.17,3.93,1.85,3.82,1.79,4.38,4.41,1.46,2.34,4.32,2.35,0.91,0.89,1.14,3.61,2.78,3.43,1.75,3.36
February,,,,,,,,,,,,,,,,,,,,,,,,0.84,2.52,3.8,2.22,1.09,1.22,2.02,1.05,0.78,2.1,5.72,1.88,4.23,4.18,2.09,0.86,1.84,1.23,2.49,0.39,3.3,0.43,1.56,2.29,2.84,1.15,3.2,2.2,3.38,3.07,1.32,2.05,2.58,1.94,1.41,1.36,1.41,3.02,3.36,1.07,1.01,2.46,2.77,1.46,2.26,2.56,0.19,2.62
March,,,,,,,,,,,,,,,,,,,,,,,,3.95,3.31,2.16,2.23,1.91,1.77,1.88,2.84,1.84,2.23,1.73,1.37,2.02,0.88,2.4,4.25,0.32,1.15,0.78,4.43,2.97,1.33,2.33,2.06,3.34,0.68,2.47,2.93,1.9,1.25,0.79,1.2,0.82,1.71,3.95,0.77,3,2.87,3.04,4.13,0.3,2.31,1.81,1.3,2.25,4.08,1.19,1.35
April,,,,,,,,,,,,,,,,,,,,,,,,2.93,0.54,1.19,2.75,1.78,0.37,3.12,2.25,1.42,3.3,2.21,1.86,2.78,2.76,2.2,2.42,1.87,3.13,1.61,3.4,2.16,6.7,4.68,0.81,1.47,0.87,1.07,2.19,2.78,1.95,1.88,3.06,1.47,0.38,2.44,1.26,0.87,2.02,2.8,1.41,2.5,1.68,0.81,1.35,1.21,1.45,2.46,1.7
May,,,,,,,,,,,,,,,,,,,,,,,,3.49,2.58,0.96,3.56,1.52,1.85,0.59,3.36,1.18,0.95,4.99,5.78,3.32,1.91,3.07,1.61,2.51,0.99,4.67,3.24,1.04,3.74,1.6,1.3,2.08,2.96,2.13,1.61,2.26,3.44,4.61,3.33,3.98,2.7,3.27,3.21,1.84,1.18,1.46,2.45,2.32,4.06,3.44,0.35,1.06,3.37,1.57,0.82
June,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.94,1.52,4.91,1.44,1.51,1.19,0.66,1.13,2.23,1,1.94,0.9,2.13,3,3.73,2.3,2.23,3.66,1.28,0.96,1.16,4.98,0.88,1.54,3.64,1.4,0.61,1,1.48,1.61,2.89,2.75,2.87,1.42,4.86,1.72,1.7,1.65,2.7,2.54,2.15,1.25,1.37,2.02,1.78,2.28,1.64
July,,,,,,,,,,,,,,,,,,,,,,,,0.58,3.98,5.63,3.66,2.43,6.02,1.25,3.72,1.65,4.31,2.36,6.28,2.34,2.76,1.95,2.18,4.81,1.55,2.94,3.27,4.01,1.52,2.51,4.65,4.01,3.92,4.98,8.82,3.04,2.2,1.14,2.39,3.46,4.75,1.37,2.46,2.43,4.12,4.91,1.74,3.87,2.98,1.21,4.83,7.04,5.68,1.64,3.53
August,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.06,1.51,3.75,4.54,3.51,2.51,2.1,1.92,2.43,4.82,2.52,1.27,1.52,2.74,2.44,2.68,6.32,1.91,2.06,1.34,4.49,2.04,1.68,3.15,1.45,1.37,1.78,5.67,2.91,4.95,1.09,4.26,3.44,0.01,4.17,4.9,2.67,4.33,3.99,2.65,2.96,0.42,3.27,4.27,3.1,0.49,4.08
September,,,,,,,,,,,,,,,,,,,,,,,,2.52,1.21,3.05,1.64,1.57,4.21,2.44,2.29,1.02,3.19,3.44,5,3.08,4.61,6.38,2.73,1.14,5.46,1.15,3.49,0.94,2.96,4.06,3.21,1.45,4.13,2.31,2.67,0.74,3.04,3.67,2.58,2.67,4.37,2,2.01,2.12,6.22,1.29,1.43,4.18,1.57,1.88,4.87,1.7,2.72,0.61,2.93
October,,,,,,,,,,,,,,,,,,,,,,,4.45,1.67,2.88,2.3,3.81,3.36,2.43,3.08,2.58,1.52,2.51,3.48,3.3,2.77,5.42,4.01,2.69,3.51,3.26,1.47,7.41,5.39,3.83,4.24,1.43,3.95,3.44,3.22,3.41,6.45,4.21,2.43,4.38,4.66,0.81,2.46,3.79,3.5,1.91,0.75,2.95,1.64,4.98,4.49,2.51,1.08,1.69,3.69,7.74
