HORNSEY HIGH STREET SANITARY DEPOT,,,,,,,,,,,,
Grid ref,TQ304893,Long,-0.119151,Lat,51.587474,,,,,,,
Station no,RR6229,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.19,0.61,0.97,1.81,2.58,1.33,4.40,1.07,,,,
February,3.86,1.22,1.30,0.84,2.89,1.00,2.24,,,,,
March,0.72,2.19,1.88,2.24,2.02,3.50,1.19,,,,,
April,1.03,2.25,0.50,1.80,1.12,2.14,0.68,,,,,
May,0.99,1.03,2.72,2.83,2.04,0.90,1.64,,,,,
June,2.09,1.05,3.23,6.12,0.72,3.95,3.43,,,,,
July,1.43,3.94,1.15,4.20,1.87,0.60,0.46,,,,,
August,2.81,1.70,4.90,4.15,2.02,2.57,0.84,,,,,
September,1.03,1.65,1.00,2.68,1.45,2.06,1.98,,,,,
October,1.92,2.12,1.53,5.91,1.66,1.76,3.58,,,,,
November,2.22,0.57,1.29,1.86,1.76,3.12,4.35,,,,,
December,2.93,3.48,1.46,1.54,1.93,0.88,2.60,,,,,
Total,24.22,21.81,21.93,35.98,22.06,23.81,27.39,,,,,
Calc annual,24.22,21.81,21.93,35.98,22.06,23.81,27.39,1.07,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
