FROME-ROCK-HOUSE-MELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST730490,Long,-2.3881489,Lat,51.239534,Elevation,326,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,6.05,4.15,4.92,2,6.74,2.42,4.29,0.69,2.05,2.46,4.05,5.4,3.6,4.86,3.04,1.04,0.95,4.81,3.47,1.58,3.1,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.79,1.3,1.78,4.86,2.34,2.34,5.33,4.73,5.34,2.61,4.8,2.81,4.5,0.84,0.62,1.8,2.11,0.81,0.02,2.16,5.34,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,4,1.45,2.54,5.42,2.59,2.08,1.34,2.77,2.94,2.68,1.6,4.01,1.34,3.09,2.89,4.17,3.66,1.72,3.18,1.07,0.84,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.65,2.38,1.7,4.17,3.64,3.93,3.4,1.92,0.82,5.38,0.88,1.75,2.63,3.3,1.57,2.62,3.97,2.44,0.8,0.99,0.06,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.05,1.65,0.79,3.01,0.64,3.28,6.18,3,0.62,2.15,1.96,2.14,2.06,2.85,4.45,2.37,1.92,1.53,1.96,3.17,0.96,1.81,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.71,1.57,1.45,3.8,1.96,1.29,3.23,6.02,2.19,3.04,4.58,4.5,4.27,1.29,1.04,1.3,2.99,1.57,3.45,1.87,2.13,1.03,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.44,3.32,1.3,6.56,1.28,4.81,1.79,3.97,5.3,3.58,4.9,4.51,4.05,0.29,2.67,2.38,7.15,2.34,3.46,3.22,2.26,4.74,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,4.4,2.76,3.67,2.46,4.06,4.82,6.92,8.15,0.89,8.16,3.54,2.71,2.12,2.58,1.52,2.16,1.96,4.18,3.21,7.3,4.92,1.5,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.97,3,6.02,4.36,7.32,3.77,2.43,4.01,4.76,1.82,4.09,5.34,1.86,6.15,2.38,3.58,1.56,1.28,1.9,2.29,3.82,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5,2.61,6.88,7.31,1.73,2.92,5.8,1.56,5.26,2.67,6.58,4.05,1.08,5.39,5.92,2.72,1.55,3.75,1.68,10.62,4.04,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
