KINGTON BURCHER COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO332602,Long,-2.9795,Lat,52.2365,Elevation,590,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,0.56,1.77,3.24,1.56,2.71,3.12,3.01,0.54,3.1,1.78,5.22,5.57,3.44,3.12,0.23,3.85,1.69,0.84,1.16,4.11,1.18,3.87,3.78,1.75,,,,3,4.14,2.28,3.2,5.41,,,,,,,
February,,1.1,1.38,2.78,2.97,0.96,1.41,1.25,4.23,1.28,2.07,0.44,2.7,1.08,0.6,1.25,2.29,1.88,1.13,1.51,1.06,3.72,0.58,0.89,2.83,,,,1.85,3.92,2.23,1.8,2.84,,,,,,,
March,,2.42,3.95,1.55,4.02,1.27,2.25,1.97,3.15,1.09,0.82,4.15,0.4,0.68,0.66,2.39,1.34,3.07,1.14,2.38,3.14,4.11,3.85,-999,2.8,,,,1.77,2.08,2.35,1.57,3.15,,,,,,,
April,,3,0.32,3.52,0.43,1.8,3.67,1.79,3.24,3.57,4.19,1.58,0.6,2.68,0.63,0.28,2.9,2.49,3.91,2.47,1.75,1.82,2.71,-999,1.27,,,,1.37,1.1,0.38,3.41,3.55,,,,,,,
May,,0.92,2.72,4.33,0.18,1.4,2.08,3.05,0.77,2.59,1.7,1.14,1.83,2.38,2.51,2.14,1.52,3.2,2.49,1.06,2.31,1.14,3.78,0.78,1.54,,,,1.22,5.4,2.06,0.86,1.67,,,,,,,
June,,2.3,5.15,3.78,0.83,2.43,3.01,1.48,5.18,0.72,0.85,1.37,4.88,4.38,1.79,3.58,1.16,3.26,3.27,3.65,5.91,2.35,2.96,3.12,1.85,,,,0.28,0.66,0.34,3.01,3.61,,,,,,,
July,,2.05,2.47,2.29,2.3,3.5,2.8,1.57,2.65,1.97,1.58,3.57,2.26,2.32,3.74,5.18,0.88,2.85,1.55,2.61,2.41,5.52,3,0.82,0.8,,,,1.64,0.54,0.7,4.35,5.73,,,,,,,
August,,5.64,0.9,2.18,2.44,3.55,3.4,1.37,5.46,1.23,1.74,1.68,5.66,2.18,0.85,1.46,4.23,3.4,3.7,3.53,6.1,1.04,2.4,3.08,,,,,5.48,0.83,1.47,2.49,3.15,,,,,,,
September,,5.13,2.8,0.56,2.11,3.02,1.52,2.2,2.39,3.67,0.65,0.75,2.49,1.2,1.38,1.6,2.98,3.03,2.83,3.98,1.97,2.63,3.51,4.55,,,,,4.65,4.26,1.4,4.63,2.87,,,,,,,
October,,3.65,1.18,6.28,2.55,1.8,4.89,4.65,5.09,3.78,1.95,2.03,3.18,3.99,2.14,4.38,3.78,3.29,3.37,3.73,2.33,2.19,5.46,4.18,,,,,2.59,3.44,6.23,5.42,4.94,,,,,,,
November,,4.91,6.37,3.71,3.23,3.15,2.08,1.73,1.34,2.1,3.14,0.55,9.52,2.21,1.53,0.89,0.58,2.54,1.17,4.33,2.57,3.37,1.45,2.99,,,,,1.8,2.66,3.66,1.25,6.27,,,,,,,
December,,3.33,4.37,1.25,0.97,4.1,0.54,5.92,3.81,3.28,2.23,2.1,4.44,1.16,2.45,1.22,3.19,1.18,2.53,4.49,4.62,2.43,2.69,1.26,,,,,8.22,4.96,1.74,1.77,6.35,,,,,,,
Total,,35.01,33.38,35.47,23.59,29.69,30.77,29.99,37.85,28.38,22.7,24.58,43.53,27.7,21.4,24.6,28.7,31.88,27.93,34.9,38.28,31.5,36.26,28.44,,,,,33.87,33.99,24.84,33.76,49.54,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
