MOSELEY WOODSTOCK ROAD SPARKHILL,,,,,,,,,,,,
Grid ref,SP094830,Long,-1.863131,Lat,52.444885,,,,,,,
Station no,RR7821,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.94,1.85,,,,,,,,,,
February,4.82,2.00,,,,,,,,,,
March,0.70,2.41,,,,,,,,,,
April,1.08,2.39,,,,,,,,,,
May,2.31,2.78,,,,,,,,,,
June,3.18,3.36,,,,,,,,,,
July,3.18,3.46,,,,,,,,,,
August,5.68,2.89,,,,,,,,,,
September,1.00,1.33,,,,,,,,,,
October,3.59,2.14,,,,,,,,,,
November,2.80,1.37,,,,,,,,,,
December,5.91,5.60,,,,,,,,,,
Total,38.19,,,,,,,,,,,
Calc annual,38.19,31.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
