"CRAWFORD (CAMP RES.) WHITECAMP",,,,,,,,,,,,
Grid ref,NT029214,Long,-3.537777,Lat,55.476745,,,,,,,
Station no,5162/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.35,8.50,2.90,5.20,5.80,3.05,7.75,7.00,2.60,6.40,,
February,7.08,2.20,3.05,5.60,1.70,2.65,5.60,6.00,1.70,7.20,,
March,4.05,2.95,0.65,5.00,2.70,2.40,3.80,1.60,3.95,2.45,,
April,4.15,2.45,3.25,1.20,1.85,0.90,2.25,3.15,4.60,5.20,,
May,2.75,2.50,2.60,7.00,3.20,2.15,2.70,2.80,1.00,3.00,,
June,2.00,2.60,2.35,3.60,2.20,3.40,1.85,3.30,3.30,2.70,,
July,2.75,3.20,6.80,4.20,2.80,5.00,4.00,6.40,5.75,5.00,,
August,7.35,3.60,3.70,5.80,2.00,8.20,4.80,5.00,0.90,4.80,,
September,4.50,2.95,5.80,6.80,4.00,5.40,3.50,5.75,1.40,3.65,,
October,0.80,5.15,4.80,10.80,3.40,3.25,4.45,3.55,6.80,3.40,,
November,9.60,4.15,6.20,9.80,2.85,2.00,2.35,1.50,10.30,8.65,,
December,7.80,5.40,4.80,6.00,5.55,7.70,4.50,4.90,8.15,5.25,,
Total,60.18,45.65,46.90,71.00,38.05,46.10,47.55,50.95,50.45,57.70,,
Calc annual,60.18,45.65,46.90,71.00,38.05,46.10,47.55,50.95,50.45,57.70,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
