"LAKE VYRNWY (BANK CYNON TRAF)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4258,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.48,9.59,7.24,4.74,5.45,8.21,8.65,6.69,15.32,2.33,8.96,
February,6.72,0.24,8.37,11.88,0.81,9.08,5.62,3.72,10.21,1.25,0.94,
March,5.65,5.70,4.83,2.86,2.42,2.07,2.34,5.36,3.86,1.09,4.17,
April,7.75,2.10,3.38,4.40,4.42,3.22,2.57,2.96,2.47,1.50,4.40,
May,5.60,2.88,1.84,5.75,7.40,5.27,4.04,2.18,1.40,2.73,2.70,
June,3.55,0.31,2.52,1.58,3.68,0.03,2.31,7.09,5.92,3.00,2.64,
July,8.26,3.03,6.40,3.97,6.79,1.53,6.24,4.52,2.70,3.97,4.48,
August,2.65,5.89,3.76,7.32,6.17,4.35,5.55,8.76,6.84,5.60,5.15,
September,2.44,1.91,4.09,5.17,6.46,4.33,3.39,6.60,2.02,2.43,6.35,
October,4.31,4.18,1.95,10.77,7.85,7.14,6.97,8.34,9.20,7.65,8.39,
November,4.82,4.36,3.04,5.96,4.30,3.15,9.30,8.05,13.30,13.68,9.29,
December,7.28,9.75,8.20,5.15,8.25,7.65,1.17,2.51,5.37,15.94,9.22,
Total,68.51,49.94,55.62,69.55,64.00,56.03,58.15,66.78,78.61,61.17,66.69,
Calc annual,68.51,49.94,55.62,69.55,64.00,56.03,58.15,66.78,78.61,61.17,66.69,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
