BANK CYNON TRAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ019192,Long,-3.4544,Lat,52.7618,Elevation,750,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,2.78,0.68,6.91,11.91,11.23,5.23,6.94,3.65,2,2.41,11.71,5.57,3.86,2.89,8.02,4.76,2.1,2.25,5.7,12.54,7.38,5.52,5.7,8.63,6.58,2.7,9.8,3.61,4.56,4.83,7.82,2.77,5.58,7.85,7.72,7.82,7.74,2.24,5.21,6.48,9.48,9.59,7.24,4.74,5.45,8.21,8.65,6.69,15.32,2.33,8.96,5.45,9.32,5.1,7.17,1.95,8.11,8.05,11.45,10.72,2.67,3.7,7,9.28,8.46,,,,,,
February,,,,,,,,,,,5.1,10.19,4.03,4.41,6.24,8.07,1.28,3.39,1.13,2.62,0.65,0.55,2.39,2.56,10.34,0.99,0.86,5.42,5.05,4.53,6.23,1.37,1.82,7.59,7.31,3.17,6.12,4.33,4.57,1.97,6.92,6.84,4.39,3.69,6.7,8.3,6.94,1.14,9.12,3.04,6.72,0.24,8.37,11.88,0.81,9.08,5.62,3.72,10.21,1.25,0.94,6.77,0.1,6.94,0.32,10.03,2.48,9.44,2.9,6.32,4.86,5.77,1.76,4.43,3.13,,,,,,
March,,,,,,,,,,,5.01,5.61,5.39,1.79,3.99,1.87,8.1,2.42,3.77,2.98,2.75,2.59,1.79,2.23,6.68,4.58,7.8,8.73,2.48,3.29,1.54,6.79,3.01,10.72,2.44,7.3,5.99,3.39,5.83,4.28,1.94,2.73,8.35,9.17,7.32,1.48,3.11,3.82,2.07,7.37,5.65,5.7,4.83,2.86,2.42,2.07,2.34,5.36,3.86,1.09,4.17,1,3.49,3.55,5.01,1.84,4.33,2.75,1.47,3.45,4.37,3.78,3.55,1.89,0.89,,,,,,
April,,,,,,,,,,,3.17,1.73,4.93,0.96,1.7,2.22,3.9,2.01,2.13,7.26,1.73,4.41,1.27,0.77,2.26,2.66,1.81,5.59,3.84,6.01,2.74,4.45,1.72,1.87,4.49,3.27,1.43,2.96,4.09,4.63,4.09,3.24,0.74,7.15,2.66,2.4,4.14,2.03,2.19,3.35,7.75,2.1,3.38,4.4,4.42,3.22,2.57,2.96,2.47,1.5,4.4,5,6.68,1.5,3.55,5.34,2.51,3.73,0.28,3,4.3,1.89,4.01,2.46,2.35,,,,,,
May,,,,,,,,,,,2.5,5.23,2.83,2.59,3.98,4.51,5.75,2.76,2.39,4.48,3.76,4.23,3.92,2.49,3.6,0.81,0.2,1.8,5.68,3.91,2.8,0.89,4.11,3.83,2.93,1.7,4.02,3.58,3.75,2.04,2.87,2.05,2.18,3.29,3.51,3.07,4.59,3.08,4.04,1.33,5.6,2.88,1.84,5.75,7.4,5.27,4.04,2.18,1.4,2.73,2.7,5.89,3.73,1.22,3.47,1.11,1.4,2.69,3.78,0.94,2.59,3.23,5.75,5.72,2.97,,,,,,
June,,,,,,,,,,,4.08,3.48,5.68,4.96,1.33,2.92,2.47,1.12,3.21,0.54,3.06,4.01,2.57,2.69,3.13,1.28,2.54,3.93,3.34,2.48,3.63,2.54,3.97,1.5,2.33,5.23,2.13,7.31,4.09,3.64,4,3.87,5.24,4.49,2.42,0.83,3.11,2.74,2,2.12,3.55,0.31,2.52,1.58,3.68,0.03,2.31,7.09,5.92,3,2.64,4.57,1.59,3.06,2.57,5.08,5.68,3.45,5.77,3.26,0.81,1.14,0.64,5.83,3.81,,,,,,
July,,,,,,,,,,,7.14,2.67,6.92,3.04,4.68,2.24,4.7,3.44,8.1,3.44,2.96,3.27,3.45,3.6,2.6,5.68,2.44,1.54,1.04,3.13,2.24,3.9,2.31,4.43,2.7,2.21,1.1,3.52,4.97,3.78,4.13,0.83,5.55,0.62,5.6,4.4,2.38,2.75,5.78,1.15,8.26,3.03,6.4,3.97,6.79,1.53,6.24,4.52,2.7,3.97,4.48,3.55,6.66,3.2,1.11,1.73,7.69,3.27,4.46,9.28,3.32,2.47,4.56,3.55,4.14,,,,,,
August,,,,,,,,,,,2.64,8.38,4.86,3.63,2.33,6.61,2.59,3.39,5.1,5.39,5.64,9.04,5.05,4.13,4.02,5.62,2.57,5.23,8.05,1.86,7.65,4.03,4.85,8.56,5.81,6.71,6.49,5.39,3.47,2.58,6.71,4.44,6.66,2.62,4.49,3.99,2.93,8.92,2.57,3.63,2.65,5.89,3.76,7.32,6.17,4.35,5.55,8.76,6.84,5.6,5.15,5.54,1.56,1.56,4.82,1.37,2.25,1.92,4.07,2.71,0.72,7,6.09,5.7,,,,,,,
September,,,,,,,,,,,4.35,2.65,4.35,9.13,4.15,8.4,4.97,4.72,0.8,2.13,1.95,5.43,4.71,3.73,0.88,3.16,9.64,5.15,2.02,4.72,1.79,2.23,2.26,7.91,2.18,2.92,1.17,1.04,5.05,3.53,0.53,4.64,1.36,2.97,2.69,1.52,3.45,3.29,13.27,3.84,2.44,1.91,4.09,5.17,6.46,4.33,3.39,6.6,2.02,2.43,6.35,3.08,6.09,1.1,4.76,9.74,5.64,1.87,1.75,1.14,4.48,1.89,4.3,6.22,,,,,,,
October,,,,,,,,,,,6.21,5.71,6.23,6.69,3.68,8.38,7.22,3.77,3.7,6.76,3.55,8.16,5.78,4.88,6.92,5.07,5.85,1.74,7.51,5.53,8.54,4.24,5.6,15.77,2.85,3.78,7.9,7.83,2.65,8.9,5.16,5.83,6.84,5.11,2.46,3.48,12.63,8.42,5.45,3.04,4.31,4.18,1.95,10.77,7.85,7.14,6.97,8.34,9.2,7.65,8.39,1.68,8.53,5.88,6.35,10.49,5.02,3.58,12.67,3.31,7.65,7.54,5,5.86,,,,,,,
