BRANKSOME-ALDERNEY-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SZ045950,Long,-1.937573,Lat,50.754581,Elevation,228,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.85,1.17,3.9,4.56,0.54,3.31,1.11,0.99,3.52,5.19,3.5,3.7,3.74,1.23,2.86,4.8,3.51,1.91,5.75,1.66,4.15,2.42,2.77,2.76,2.7,1.06,5.77,6.29,3.87,6.08,4.1,4.63,4.66,8.02,2.54,2.01,3.59,3.03,5.57,0.72,0.86,3.39,2.06,1,2.18,3.95,5.24,2.6,4.51,3.88,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.7,1.63,2.14,1.2,3.77,4.75,3.83,1.1,1.34,3.53,0.54,0.41,1.92,5.57,0.59,4.54,1.93,3.2,2.6,1.43,1,2.31,0.14,4.38,0.08,3.41,3.29,6.69,0.87,1.64,4.01,3.56,0.29,1.07,0.37,1.79,2.63,1.98,1.08,1.12,5.33,6.14,0.63,1.39,3.47,2.07,0.15,4.28,3.2,0.37,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.73,2.35,4.05,2.38,4.26,0.79,3.36,2.33,1.32,4.29,2.19,1.11,0.67,1.44,1.27,1.17,0.51,2.8,3.23,0.19,1.02,1.28,1.87,3.57,3.23,0.98,3.51,3.84,0.32,1.32,3.39,3.79,2.91,0.96,0.3,0.82,1.22,6.95,1.04,1.37,1.38,3.79,2.6,0.58,5.02,1.23,1.17,2.69,1.82,3.68,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.11,1.3,0.09,3.2,1.19,1.09,0.96,1.15,1.96,1.48,3.61,0.9,4.07,4.35,2.53,2.49,3.46,2.03,1.74,1.01,2.48,2.69,2.85,1.49,1.75,3.99,1.68,2.43,0.02,2.12,1.33,2.18,1.84,0.85,1.91,0.75,2.73,2.47,1.66,1.74,2.46,3.44,1.84,2.21,0.16,0.76,2,0.21,0.74,2.43,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.68,0.9,1.42,2.14,1.15,2.63,1.82,2.51,1.71,0.55,1.51,1.45,0.44,1.8,4.38,3.36,1.75,0.95,1.73,2.13,2.06,3.18,3.38,1.45,0.89,0.97,0.9,3.17,1.94,1.03,1.13,2.85,3.94,2.74,0.56,2.33,4.11,1.54,1.88,1.96,2.01,2.42,2.3,2.38,3.32,4.24,0.49,1.98,2.15,1.39,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,3.68,1.9,2.97,0.53,1.29,0.81,2.07,2.01,0.95,1.07,2.61,0.52,0.99,0.45,2.12,0,2.25,1.78,2.33,1.57,0.44,2.93,2.92,0.9,1.39,4.12,1.38,0.36,0.89,2.52,0.28,1.56,0.42,1.12,1.77,2.47,3.64,1.66,1.85,0.59,1.26,0.34,0.82,2.33,2.74,2.63,2.1,1.44,4.41,1.72,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.8,0.23,2.49,1.27,3.33,3.29,1.05,2.76,3.77,1.91,5.09,0.29,3.53,0.58,3.04,2.99,1.19,2.93,1.39,1.39,1.65,4.47,3.18,2.09,0.1,0.53,4.56,2.2,2.34,4.73,3.66,2.07,1.68,2.25,2.84,1.11,1.2,0.89,1.1,0.38,4.59,1.24,0.96,2.79,2.99,0.38,2.77,2.55,1.77,1.62,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.09,1.11,5.64,1.4,1.68,0.99,3.25,5.5,2.45,2.73,1.12,2.28,5.55,1.99,2.74,2.88,0.9,3.88,2.83,1.31,3.52,3.56,0.73,1.39,4.39,3.15,0.16,1.78,1.84,2.67,0.05,3.84,3.76,1.54,2.55,2.65,4,0.36,3.11,1.26,2.86,3.93,3.82,1.57,3.65,0.48,3.57,3.55,3.38,2.15,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.27,1.11,2.81,3.55,0.83,2.43,2.83,1.39,5.38,1.45,1.47,0.86,1.44,1.74,3.89,3.34,0.53,5.81,2.21,0.47,3.42,1.68,3.71,1.85,2.49,3.88,3.19,3.23,1.68,2.5,1.72,0.93,3.53,2.31,1.88,3.1,4.65,1.48,2.65,3.78,3.52,3.83,4.34,2.89,3.55,1.15,4.98,3.16,4.87,0.3,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,5.56,4.61,3.62,4.35,2.74,4.64,4.17,4.08,1.77,1.29,2.34,1.53,0.96,4.77,4.36,3.08,3.68,2.67,7.83,4.49,2.65,0.7,5.88,1.43,1.65,6.42,1.64,5.85,4.14,6.11,5.03,0.88,6.49,4.98,4.69,3.81,1.45,1.13,2.02,7.3,0.97,1.4,4.67,3.6,2.74,4.84,1.41,2.59,3.45,3.1,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,3.15,3.33,1.82,2,4.28,3.17,3.98,0.87,2.04,2.4,1.37,2.03,2.03,1.78,3.46,2.59,8.67,3.36,3.24,9.22,6.67,4.31,2.43,0.89,2.34,8.73,3.48,1.89,5.43,6.26,8.12,2.37,2.3,2.65,6.74,1.14,5.37,1.66,1.81,3.42,6.14,9.82,4.5,2.4,6.12,3.19,1.05,2.32,2.85,4.22,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,3.69,6.28,3.39,0.85,8.53,7.23,4.57,1.01,2.27,4.53,2.9,1.27,3.4,3.79,4.98,3.18,0.58,3.97,3.04,7.57,4.67,1.36,1.34,1.31,8.83,5.55,4.09,4.4,3.88,1.93,2.85,2.76,5.96,3.6,2.6,4.56,3.47,3.04,5.17,1.78,2.69,2.73,2.99,0.85,2.95,6.04,5.67,2.55,4.54,7.47,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,31.31,25.92,34.34,27.43,33.59,35.13,33,25.7,28.48,30.42,28.25,16.35,28.74,29.49,36.22,34.42,28.96,35.29,37.92,32.44,33.73,30.89,31.2,23.51,29.84,42.79,33.65,42.13,27.22,38.91,35.67,31.42,37.78,32.09,28.75,26.54,38.06,26.19,28.94,25.42,34.07,42.47,31.53,23.99,38.89,30.96,30.6,29.92,37.69,32.33,50.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 T IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
