"BRANKSOME (ALDERNEY RES.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1589,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.42,2.77,2.76,2.70,1.06,5.77,6.29,3.87,6.08,4.10,,
February,2.31,0.14,4.38,0.08,3.41,3.29,6.69,0.87,1.64,4.01,,
March,1.28,1.87,3.57,3.23,0.98,3.51,3.84,0.32,1.32,3.39,,
April,2.69,2.85,1.49,1.75,3.99,1.68,2.43,0.02,2.12,1.33,,
May,3.18,3.38,1.45,0.89,0.97,0.90,3.17,1.94,1.03,1.13,,
June,2.93,2.92,0.90,1.39,4.12,1.38,0.36,0.89,2.52,0.28,,
July,4.47,3.18,2.09,0.10,0.53,4.56,2.20,2.34,4.73,3.66,,
August,3.56,0.73,1.39,4.39,3.15,0.16,1.78,1.84,2.67,0.05,,
September,1.68,3.71,1.85,2.49,3.88,3.19,3.23,1.68,2.50,1.72,,
October,0.70,5.88,1.43,1.65,6.42,1.64,5.85,4.14,6.11,5.03,,
November,4.31,2.43,0.89,2.34,8.73,3.48,1.89,5.43,6.26,8.12,,
December,1.36,1.34,1.31,8.83,5.55,4.09,4.40,3.88,1.93,2.85,,
Total,30.89,31.20,23.51,29.84,42.79,33.65,42.13,27.22,38.91,35.67,,
Calc annual,30.89,31.20,23.51,29.84,42.79,33.65,42.13,27.22,38.91,35.67,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
