"PUTNEY HEATH",,,,,,,,,,,,
Grid ref,TQ236741,Long,-0.222579,Lat,51.452401,,,,,,,
Station no,8,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.66,0.79,0.64,2.27,2.58,1.06,3.53,0.77,1.60,0.90,,
February,2.92,0.86,0.81,1.01,2.30,0.82,1.58,1.21,1.17,0.48,,
March,0.90,1.98,1.53,2.16,1.26,3.44,1.20,0.87,2.53,2.73,,
April,0.76,2.07,0.61,1.83,1.04,1.53,0.53,3.31,2.35,1.54,,
May,0.95,0.53,2.44,3.38,2.22,1.42,1.23,1.60,1.51,1.73,,
June,2.33,1.54,4.00,6.57,0.78,4.80,2.62,2.50,1.93,3.85,,
July,1.08,1.67,1.10,4.31,1.64,1.05,1.51,1.11,3.06,3.24,,
August,2.72,1.89,3.03,4.82,2.09,3.23,0.98,2.09,2.88,1.60,,
September,0.65,1.37,1.26,2.71,1.21,1.60,1.98,0.49,1.41,2.25,,
October,1.68,1.79,1.60,5.34,1.77,1.18,3.26,2.94,2.20,3.85,,
November,1.75,0.46,1.79,1.79,1.67,3.19,4.08,2.16,0.81,0.84,,
December,2.38,2.94,1.37,1.39,2.13,0.72,1.99,3.26,1.70,2.53,,
Total,20.78,17.89,20.18,37.58,20.69,24.04,24.49,22.31,23.15,25.54,,
Calc annual,20.78,17.89,20.18,37.58,20.69,24.04,24.49,22.31,23.15,25.54,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
