WANDSWORTH-PUTNEY-HEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ234737,Long,-0.22559479,Lat,51.44885,Elevation,184,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.96,0.89,2.49,2.66,0.79,0.64,2.27,2.58,1.06,3.53,0.77,1.6,0.9,1.74,1.26,3.38,2.52,0.58,3.76,1.1,1.22,2.92,3.02,2.27,1.73,2.24,1.17,2.34,1.59,2.28,1.84,2.75,0.85,2.66,1.2,1.76,1.16,1.32,1.35,3.87,3.67,2.53,3.82,2.6,2.72,2.6,4.87,1.6,2.04,1.54,1.67,3.43,1.06,0.95,3.29,1.87,1.01,1.13,2.14,3.56,1.34,1.93,2.1,1.59
February,,,,,,,,2.21,1.3,2.11,2.92,0.86,0.81,1.01,2.3,0.82,1.58,1.21,1.17,0.48,2.69,1.32,1.62,0.86,2.49,3.29,3.41,0.83,0.88,2.35,0.58,0.2,1.82,2.45,0.42,2.69,2.56,3.3,1.35,0.39,0.56,1.7,0.17,2.33,0.31,2.24,1.53,4.07,0.43,0.86,1.55,1.88,0.75,1.51,0.91,1.36,2.43,1.71,1.33,1.01,3.43,5.33,0.86,1.16,2.19,1.41,0.42,3.01,2.23,0.04,1.53
March,,,,,,,,3.22,1.21,0.41,0.9,1.98,1.53,2.16,1.26,3.44,1.2,0.87,2.53,2.73,1.02,1.44,2.67,2.58,3.92,0.73,3.84,1.92,0.86,2.97,1.14,0.93,1.5,2.13,0.59,0.51,0.25,2.27,1.51,0.04,1.53,0.17,1.13,2.27,1.91,0.31,0.94,2.82,0.23,0.98,3.2,3.33,1.97,0.34,0.08,1.01,1.33,4.97,0.75,0.99,0.64,3.17,3.12,0.54,2.1,1,0.94,0.91,1.16,1.88,1.93
April,,,,,,,,1.89,0.84,2.39,0.76,2.07,0.61,1.83,1.04,1.53,0.53,3.31,2.35,1.54,1.27,1.74,0.12,2.65,0.77,1.25,1.11,2.07,3.13,2.72,2.41,1.04,2.17,1.35,3.27,1.26,3.23,1.76,1.17,0.92,1.27,3.72,2.33,0.68,1.68,2.81,1.74,2.07,0.08,2.09,1.58,1.67,0.78,0.84,1.46,1.09,2.03,1.53,1.11,1.68,2.48,2.5,1.4,2.2,0.37,0.33,1.19,0.31,1.28,1.91,0.67
May,,,,,,,,1.1,2.63,1.23,0.95,0.53,2.44,3.38,2.22,1.42,1.23,1.6,1.51,1.73,1.78,1.17,1.36,1.65,1.8,2.9,2.09,2.22,1.91,0.09,0.6,1.07,0.92,2.33,3.39,1.62,1.38,1.39,2.23,1.33,2.79,2.82,3.99,1.88,0.41,1.06,0.54,2.52,1.24,1.41,1.11,1.77,2.59,1.67,0.64,1.95,3.64,1.4,2.08,2.31,1.83,2.16,2.31,1.22,2.45,4.16,0.23,1.32,2.24,0.57,1.92
June,,,,,,,,2.33,0.88,1.06,2.33,1.54,4,6.57,0.78,4.8,2.62,2.5,1.93,3.85,2.42,2.06,3.13,0.84,3.19,0.74,2.49,2.65,0.78,1.44,2.55,0.21,1.13,0.25,2.94,0.1,3.22,3.47,2.2,0.88,1.03,1.73,0.68,1.62,0.65,2.95,3.4,1.86,0.53,0.91,2.02,2,1.27,1.32,1.84,1.56,2.65,2.36,2.02,0.52,1.47,1.32,1.83,1.77,4.03,2.19,2.38,1.09,4.61,0.68,1.17
July,,,,,,,,1.66,0.88,0.62,1.08,1.67,1.1,4.31,1.64,1.05,1.51,1.11,3.06,3.24,3.05,0.27,1.66,1.87,1.39,4.17,1.34,4.86,7.03,2.29,3.83,0.07,3.47,3.08,3.55,3.3,1.49,2.09,2.31,1.48,1.72,2.7,2.34,1.9,2.26,0.94,2.38,0.38,1.14,2.01,3.01,5.95,1.61,1.77,1.96,2.99,1.49,2.14,1.01,1.25,3.45,1.13,0.61,3.71,2.66,0.5,3.83,2.72,2.36,0.99,3.53
August,,,,,,,,2.7,1.27,0.33,2.72,1.89,3.03,4.82,2.09,3.23,0.98,2.09,2.88,1.6,2.5,1.21,5.57,1.56,1.54,2.75,3.67,4.02,1.24,2.01,1.89,1.02,1.94,1.65,2.5,2.34,1.17,2.93,1.92,2.06,3.17,5.74,1.75,0.66,2.02,2.29,0.54,1.32,2.35,2.94,0.1,5.07,1.63,1.29,2.99,1.33,4.77,0.37,2.97,1.83,1.82,2.87,2.56,1.42,3.7,0.77,3.31,4.52,3.38,1.12,3.04
September,,,,,,,,2.58,0.37,2.24,0.65,1.37,1.26,2.71,1.21,1.6,1.98,0.49,1.41,2.25,0.52,1.33,2.26,1.89,0.89,1.77,1.58,1.8,5.61,1.14,3.06,1.85,1.55,1.38,2.72,2.2,1.47,4.01,0.91,0.14,3.08,3.13,2.11,2.95,1.36,2.7,2.57,1.45,2.11,1.11,1.19,0.39,1.09,1.61,2.75,1.75,3.19,1.3,1.22,0.54,2.93,2.89,3.14,2.2,2.26,1.95,2.14,2.68,4.17,0.03,3.71
October,,,,,,,,0.57,3.22,2.07,1.68,1.79,1.6,5.34,1.77,1.18,3.26,2.94,2.2,3.85,2.83,2.81,2.17,3.47,1.05,2.37,3.29,3.49,1.31,0.67,0.84,0.81,0.75,5.07,3.37,2.37,2.09,1.17,3.44,2.6,0.99,0.72,5.19,1.36,0.98,2.34,1.81,2.34,2.17,4.82,2.46,0.79,3.69,2.72,2.84,2.13,1.26,0.2,2.41,5.12,0.41,0.91,2.85,3.07,2.36,2.69,1.76,1.88,2.39,2.06,4.91
