Rainfall at,SUMBURGHEAD
,
Station no,RR1,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,2.97,1.92,1.66,2.26,2.20,2.47,,3.43,4.01,0.87,1.45,
February,2.42,1.38,1.85,2.72,1.90,3.76,,1.72,2.10,0.39,0.41,
March,2.69,1.93,1.12,0.46,1.38,1.45,,1.23,1.36,0.61,0.70,
April,0.98,1.21,1.26,0.79,2.22,0.82,,2.71,0.74,0.35,2.18,
May,1.73,1.72,1.16,1.69,1.53,1.69,,1.21,0.73,0.92,0.69,
June,0.49,0.66,0.66,0.95,0.69,0.56,,1.67,1.48,0.98,2.13,
July,1.96,0.95,2.70,0.72,1.75,0.84,,0.97,0.83,0.43,0.55,
August,0.63,1.07,2.52,2.25,1.37,0.84,,0.58,1.76,1.48,1.89,
September,1.95,1.45,3.15,3.77,1.93,3.15,,2.82,1.57,1.10,0.48,
October,0.25,1.60,1.08,2.34,2.01,1.92,,2.58,2.80,1.54,1.67,
November,2.63,1.00,2.49,5.23,1.12,1.21,,2.63,2.68,1.57,2.02,
December,1.38,2.55,1.35,2.47,4.50,1.76,,0.47,2.19,2.67,2.99,
Total,20.08,17.44,21.00,25.65,22.60,20.47,,22.02,22.25,12.91,17.16,
Calc annual,20.08,17.44,21.00,25.65,22.60,20.47,0.00,22.02,22.25,12.91,17.16,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,0.00,0.00,0.00,0.00,
