"CHIRBURY (MARRINGTON HALL)",,,,,,,,,,,,
Grid ref,SO272974,Long,-3.075545,Lat,52.569532,,,,,,,
Station no,2281,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.35,2.87,0.62,2.42,,,,,,,,
February,3.65,0.79,2.05,2.89,,,,,,,,
March,5.29,1.26,1.88,1.91,,,,,,,,
April,3.15,1.16,2.35,0.58,,,,,,,,
May,3.18,2.05,1.71,2.84,,,,,,,,
June,0.38,1.99,2.02,3.03,,,,,,,,
July,1.45,0.76,3.43,2.06,,,,,,,,
August,3.23,3.30,2.17,3.63,,,,,,,,
September,2.14,2.59,2.51,1.80,,,,,,,,
October,0.79,4.01,2.02,3.90,,,,,,,,
November,6.61,2.73,2.22,6.64,,,,,,,,
December,3.04,3.14,0.91,2.75,,,,,,,,
Total,35.26,26.65,23.89,34.45,,,,,,,,
Calc annual,35.26,26.65,23.89,34.45,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
