STOWMARKET-WETHERDEN-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM011630,Long,0.9431575,Lat,52.2285,Elevation,185,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,,,0.79,1.21,2.75,2.01,0.82,1.82,1.35,2.77,1.53,1.56,0.07,1.09,1.47,1.62,1.6,2.94,3.94,1.2,0.9,0.92,1.94,1.41,,,,,,,,
February,,,,,,,,,,0.41,0.83,1.88,0.72,1.67,0.72,1.02,2.53,1.94,1.18,3.24,1.59,2.21,1.54,2.48,0.89,2.3,0.19,0.47,1.84,1.53,1,0,,,,,,,,
March,,,,,,,,,,1.9,1.52,1.01,2.31,1.71,0.57,0.45,2.19,2.26,1.04,0.7,0.97,1.43,1.65,1.16,1.15,0.99,2.03,1.68,2.67,1.42,2.62,1.59,,,,,,,,
April,,,,,,,,,,1.25,0.64,3.41,1.77,0.8,1.04,1.02,1.41,2.23,1.61,2.74,1.32,1.06,2.87,1.09,0.72,1.34,1.83,1.35,1.28,2.2,0.62,0.75,,,,,,,,
May,,,,,,,,,,2.74,0.6,0.7,2.12,1.93,0.7,1.99,0.7,1.43,3.4,1.73,0.34,1,1.59,1.36,0.49,2.95,2.44,1.75,0.71,3.38,1.88,2.08,,,,,,,,
June,,,,,,,,,,1.34,0.76,2.7,2.38,2.27,1.76,2.71,2.03,0.84,0.7,3.85,3.08,1.28,2.41,2.57,1.06,1.05,0.71,0.29,1.44,2.28,2.66,0.81,,,,,,,,
July,,,,,,,,,,1.05,1.52,2.74,4.14,2,0.65,5.42,1.46,3.42,0.63,4.56,3.91,1.34,2.1,2.3,1.62,1.34,2.76,1.45,5.09,2.47,2.68,3.23,,,,,,,,
August,,,,,,,,,,2.17,1.63,0.55,1.68,1.11,1.21,0.4,1.28,2.68,3.18,4.17,1.89,3.75,1.95,0.76,0.92,1.12,1.42,1.39,2.52,3.21,2.48,3.66,,,,,,,,
September,,,,,,,,,,3.2,1.39,3.62,1.69,2.87,3.46,2.84,4.73,1.34,0.78,3.67,3.79,3.23,2.31,3.92,3.19,5.89,1.64,2.03,1.7,2.4,0.66,0.89,,,,,,,,
October,,,,,,,,,,1.94,2.77,0.67,2.7,2.44,1.55,3.12,0.82,1.32,1.9,0.72,3.91,2.46,5.26,3.04,1.96,4.31,3.15,2.65,1.28,5.43,1.47,3.73,,,,,,,,
November,,,,,,,,,,2.11,0.92,1.42,3.45,1.39,2.16,4.36,2.79,2.83,4.76,1.26,2.19,1.63,2.47,2.93,1.69,3.21,2.56,2.6,3.35,1.19,2.65,1.49,,,,,,,,
December,,,,,,,,,,3.52,3.03,1.22,3.24,0.64,1.97,1.57,3.22,1.67,1.03,0.64,2.4,3.15,3.28,1.75,2.31,1.16,3.97,1.32,1.11,1.16,0.66,2.37,,,,,,,,
Total,,,,,,,,,,,16.4,21.13,28.95,20.84,16.61,26.72,24.51,24.73,21.74,28.84,25.46,23.63,28.9,24.98,17.6,28.6,26.64,18.18,23.89,27.59,21.32,22.01,,,,,,,,
