HASCOMBE-HALL-PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ030373,Long,-0.529534,Lat,51.125731,Elevation,273,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,,,,1.9,0.95,3.3,2.5,0.9,1.1,2.9,2.8,0.6,1.42,3.5,1.7,0.6,2.35,0.4,3.66,3.94,1.67,1.05,2.79,4.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,,,,3.1,3.5,0.65,0.8,1.5,2.9,2.25,0,1.1,3.7,1.9,0.5,0.45,3.63,1.46,2.87,5.94,1.71,1.66,1.99,4.57,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,,,,1.8,2.7,1.2,1.6,3,1.9,-999,2,1,-999,2.1,2,2.8,4.4,0.5,1.05,0.93,2.44,1.9,3.62,1.25,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,,,,1,-999,0.5,-999,2,-999,-999,1.1,-999,-999,2.2,2,0.6,1.96,1.71,2.51,0.76,2.55,1.08,2.13,1.56,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,,,,0.7,-999,5.6,-999,2.3,-999,1.25,1.4,-999,-999,0.7,0.2,0.4,0.55,2.43,1.44,1.44,0.77,2.57,3.7,2.93,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,,,,1.35,2.35,0.5,1.3,2.35,3.6,2.2,1.5,1.4,0.5,3.7,0.33,4.2,2.46,1.17,0.79,3.06,1.43,3.09,4.28,1.12,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,,,,1.75,0,2.75,0.1,3.85,1.25,4.4,2.45,2.3,4.3,3.5,3.6,0.8,1.7,1.15,2.63,1.22,1.07,1.3,3.38,1.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,,,,,1.45,1.1,2,1.4,2.2,2.7,2.65,2.5,2.7,0.6,2.8,2.7,2.5,4.6,0.98,0.68,2.66,1.75,3.87,5.88,1.46,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,,,,,2.1,4.5,1.4,-999,0.8,-999,-999,4.5,3.8,0.7,2.5,2.15,6.6,1.64,0.95,3.18,0.69,2.7,1.16,4.18,1.93,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,1.65,0.9,3.2,-999,1.9,-999,-999,4.9,2.7,2.6,1.4,3,3.4,1.12,3.31,2.43,2.61,2.78,2.31,8.14,2.48,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,,,,,,0.7,6.5,4.1,4.2,4.7,1.5,2.1,3.5,3.2,2.3,8,5.75,2.15,0.5,4.19,5.6,2.88,0.76,2.62,2.54,1.53,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,,,,,,3.8,1.4,4.3,2.1,1.9,1.6,0.75,3.8,2.25,3.3,2.54,3.1,3.4,3.95,3.21,1.77,3.57,4.77,1.14,2.5,3.37,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,26.8,30.6,32.1,31.55,29.35,25.76,21.3,28.35,29.5,22.5,27.4,25.75,26.1,30.45,23.35,20.62,34.84,27.03,27.9,28.86,21.46,28.61,29.7,24.4,23.75,45.13,27.98,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 Apr-May (-999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1887 Apr-May, Sep-Oct (-999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
