"ACCRINGTON (OAK HILL PARK) (+A)",,,,,,,,,,,,
Grid ref,SD765278,Long,-2.357811,Lat,53.746039,,,,,,,
Station no,2954/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.41,5.92,1.99,4.99,2.41,5.96,4.21,4.98,3.35,5.94,,
February,4.40,1.74,1.79,4.21,2.27,1.23,4.87,7.58,0.57,4.32,,
March,5.31,2.00,2.36,2.91,2.20,1.71,4.08,1.78,2.21,1.08,,
April,2.73,3.69,4.12,0.88,3.22,2.05,0.53,1.35,3.74,3.32,,
May,1.97,3.10,2.53,3.07,4.40,1.61,2.39,5.19,1.51,1.88,,
June,1.45,4.26,2.75,3.11,2.89,3.18,3.27,4.26,3.69,1.51,,
July,3.71,2.62,5.15,6.07,0.94,5.80,6.05,4.00,4.13,10.03,,
August,5.33,6.05,5.46,7.35,1.04,11.19,7.52,3.67,0.70,7.05,,
September,3.34,4.84,5.23,5.91,3.58,3.77,7.53,4.97,0.36,3.40,,
October,1.08,4.98,2.47,8.49,3.62,3.05,6.18,4.53,5.84,4.64,,
November,9.57,2.47,6.34,7.77,3.17,2.36,2.60,1.72,5.90,8.71,,
December,10.82,4.49,2.53,7.85,6.80,6.05,6.32,4.35,9.68,5.51,,
Total,55.12,46.16,42.72,62.61,36.54,47.96,55.55,48.38,41.68,57.39,,
Calc annual,55.12,46.16,42.72,62.61,36.54,47.96,55.55,48.38,41.68,57.39,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
