RED HILL HURSTLEIGH,,,,,,,,,,,,
Grid ref,TQ276512,Long,-0.173246,Lat,51.245710,,,,,,,
Station no,RR8070,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.78,1.52,0.94,2.74,2.98,1.34,5.62,1.39,2.36,1.51,,
February,4.85,1.75,1.20,1.85,3.61,1.05,2.73,1.99,1.50,0.66,,
March,0.79,2.24,1.96,3.47,1.85,3.99,1.57,1.19,3.30,3.71,,
April,1.26,2.26,0.90,2.27,1.73,1.89,0.66,4.14,2.99,2.01,,
May,1.23,1.25,2.62,2.80,2.64,0.81,1.48,2.60,2.45,1.64,,
June,2.65,1.55,4.17,5.53,1.37,5.43,2.41,2.02,2.02,2.68,,
July,1.38,1.98,0.88,4.02,1.00,0.55,0.71,1.88,3.42,4.17,,
August,3.19,2.17,3.29,3.43,1.70,2.56,1.64,3.26,4.76,2.78,,
September,1.33,1.67,0.64,2.98,1.43,2.50,1.82,0.62,1.76,3.06,,
October,2.19,3.62,2.55,7.89,2.29,1.48,4.69,4.45,2.48,5.47,,
November,2.27,0.82,2.55,2.95,1.56,4.90,5.57,2.83,1.21,1.01,,
December,3.07,4.79,1.61,2.25,2.89,0.93,2.78,3.88,3.28,4.11,,
Total,27.99,25.62,23.31,42.18,25.05,27.43,31.68,30.25,31.53,32.81,,
Calc annual,27.99,25.62,23.31,42.18,25.05,27.43,31.68,30.25,31.53,32.81,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
