"ANGERSLEIGH (LEIGH RESERVOIR)",,,,,,,,,,,,
Grid ref,ST197176,Long,-3.144551,Lat,50.952217,,,,,,,
Station no,2061/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.04,4.27,0.88,2.06,5.83,4.78,3.16,3.99,5.27,3.62,,
February,6.73,0.94,1.81,3.83,3.76,0.13,6.02,4.11,0.31,4.49,,
March,5.12,3.81,1.08,5.10,1.45,1.78,3.39,1.87,5.02,3.66,,
April,3.27,3.23,4.07,0.27,1.15,1.58,0.10,0.92,3.48,3.38,,
May,4.18,3.72,2.15,2.64,3.71,0.45,2.03,3.17,0.95,2.19,,
June,1.41,1.96,2.57,3.76,4.04,1.74,4.34,2.84,1.47,2.02,,
July,2.06,2.06,2.46,2.82,2.50,3.60,3.33,2.90,1.77,4.03,,
August,4.62,6.19,2.18,3.29,0.42,3.10,2.94,3.16,3.66,3.45,,
September,4.52,3.80,4.24,3.56,1.61,6.73,3.63,5.42,0.13,5.14,,
October,1.23,4.71,3.88,3.12,2.03,1.68,2.95,2.65,3.43,12.20,,
November,9.08,5.06,2.34,9.41,6.21,1.00,2.23,2.59,8.08,4.91,,
December,3.43,3.30,1.25,3.68,6.72,6.42,3.82,5.01,9.75,4.57,,
Total,50.69,43.05,28.91,43.54,39.43,32.99,37.94,38.63,43.32,53.66,,
Calc annual,50.69,43.05,28.91,43.54,39.43,32.99,37.94,38.63,43.32,53.66,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
