"HAWES THE STONE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4597,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.50,12.10,6.03,5.93,4.88,6.37,7.22,5.80,12.89,1.84,,
February,5.50,0.26,5.00,7.62,1.13,7.70,4.85,2.54,8.10,0.93,,
March,5.90,6.12,4.49,2.66,2.08,2.13,3.13,4.03,4.67,0.58,,
April,6.79,1.44,3.18,3.97,2.34,6.28,2.50,4.22,1.06,1.90,,
May,6.74,2.58,1.68,4.65,6.86,5.49,2.57,2.35,1.83,3.04,,
June,1.66,0.36,2.38,1.50,2.45,0.07,2.80,3.45,7.69,1.67,,
July,7.75,2.40,5.15,4.52,5.75,1.12,4.37,4.99,2.40,3.56,,
August,2.83,5.84,3.44,7.46,3.04,4.33,4.60,8.67,9.05,5.65,,
September,2.22,2.54,5.09,5.18,5.75,3.48,4.59,6.66,1.29,2.14,,
October,3.47,3.72,1.87,8.87,5.39,5.84,4.51,6.79,8.08,6.19,,
November,4.31,2.55,2.35,9.50,4.15,2.96,8.94,5.99,8.48,9.94,,
December,6.21,10.63,8.08,4.77,9.73,6.83,1.39,2.32,4.62,11.12,,
Total,61.88,50.54,48.74,66.63,53.55,52.60,51.47,57.81,70.16,48.56,,
Calc annual,61.88,50.54,48.74,66.63,53.55,52.60,51.47,57.81,70.16,48.56,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,
