"MANCHESTER PICCADILLY",,,,,,,,,,,,
Grid ref,SJ843982,Long,-2.238038,Lat,53.480285,,,,,,,
Station no,RR94,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.98,1.65,2.15,2.35,1.87,1.81,4.12,1.40,2.34,1.69,,
February,2.10,1.36,0.76,2.26,2.80,1.62,3.19,1.43,2.66,1.15,,
March,0.56,1.90,1.37,3.39,1.37,2.97,2.61,2.83,2.30,2.83,,
April,1.98,2.06,1.81,1.11,1.74,2.35,1.70,0.97,2.05,2.87,,
May,1.53,0.68,3.25,3.15,1.83,0.66,3.06,3.35,2.07,1.35,,
June,2.83,1.80,0.80,1.15,1.13,2.12,1.17,5.37,1.43,1.87,,
July,2.39,3.57,1.71,3.30,1.02,2.08,1.47,3.02,4.54,4.63,,
August,4.55,1.46,2.78,4.36,4.61,3.98,2.86,3.27,2.59,2.83,,
September,1.22,0.70,0.85,3.48,1.11,2.31,1.55,0.77,3.19,2.18,,
October,3.84,2.89,3.64,6.08,1.23,2.73,4.92,2.91,1.10,5.17,,
November,1.81,3.36,1.37,3.39,2.29,2.86,2.45,2.04,2.80,1.08,,
December,4.15,3.88,1.90,0.81,2.39,0.38,3.44,2.71,2.49,6.11,,
Total,30.94,25.31,22.39,34.83,23.39,25.87,32.54,30.07,29.56,33.76,,
Calc annual,30.94,25.31,22.39,34.83,23.39,25.87,32.54,30.07,29.56,33.76,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
