"WORKSOP RAILWAY STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR45,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.19,1.01,2.62,2.18,0.81,2.11,1.43,3.25,1.46,1.09,,
February,1.54,1.54,2.02,1.06,1.24,1.08,2.41,2.21,1.02,2.56,,
March,2.19,0.98,1.71,1.93,0.80,0.63,2.60,2.29,0.52,0.64,,
April,0.43,2.61,3.43,0.80,1.63,0.61,1.79,2.80,1.46,2.55,,
May,0.72,1.43,1.40,1.96,1.39,1.48,0.87,2.82,4.22,4.04,,
June,1.65,3.61,3.54,0.95,1.28,2.32,3.11,1.76,2.38,4.00,,
July,0.69,3.28,5.99,2.51,0.88,3.67,1.33,2.19,0.88,2.87,,
August,1.11,1.48,2.43,2.18,1.63,3.47,1.22,4.02,5.38,3.64,,
September,0.88,5.80,2.68,1.73,1.64,2.60,3.55,3.88,1.74,2.08,,
October,3.85,1.30,4.42,2.17,2.29,4.87,1.86,1.19,2.63,0.89,,
November,1.44,0.71,3.00,1.74,2.38,3.66,3.31,1.66,2.44,1.65,,
December,2.39,1.56,3.08,0.15,1.57,1.02,6.09,1.67,1.41,1.28,,
Total,18.08,25.31,36.32,19.36,17.54,27.52,29.57,29.74,25.54,27.29,,
Calc annual,18.08,25.31,36.32,19.36,17.54,27.52,29.57,29.74,25.54,27.29,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
