"BATH (MONKSWOOD RESERVOIR)",,,,,,,,,,,,
Grid ref,ST755711,Long,-2.353866,Lat,51.438361,,,,,,,
Station no,2184,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.44,1.79,1.77,4.07,3.17,0.48,4.67,1.70,1.47,1.30,,
February,5.60,0.80,1.08,1.75,3.92,0.73,1.88,1.60,1.47,0.62,,
March,1.28,2.45,1.65,4.17,1.66,3.80,2.16,1.10,2.70,3.32,,
April,1.38,3.00,1.49,3.26,1.77,2.72,1.38,4.20,3.16,2.65,,
May,2.54,1.29,2.01,4.68,2.41,0.11,2.26,2.71,1.64,1.69,,
June,2.09,1.96,3.48,4.29,1.67,3.86,2.61,2.83,1.15,4.59,,
July,1.47,2.42,1.60,2.06,3.05,0.68,1.28,2.83,2.78,3.14,,
August,3.24,2.27,3.03,4.40,3.14,4.90,2.16,2.65,3.79,2.99,,
September,0.61,3.15,1.62,2.59,1.32,1.58,1.03,0.71,2.20,3.26,,
October,3.52,1.29,2.00,7.33,0.98,1.78,5.58,5.49,2.01,5.40,,
November,2.94,0.64,2.53,2.10,1.97,3.24,3.40,2.62,1.23,0.88,,
December,5.50,5.64,2.50,2.24,2.23,1.10,1.72,5.35,2.52,4.83,,
Total,33.61,26.70,24.76,42.94,27.29,24.98,30.13,33.79,26.12,34.67,,
Calc annual,33.61,26.70,24.76,42.94,27.29,24.98,30.13,33.79,26.12,34.67,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
