"KEW BRIDGE (WATERWORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,840,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.74,2.45,4.71,1.58,1.73,1.53,1.32,3.39,0.91,0.80,,
February,1.60,0.75,1.26,0.75,1.53,2.24,1.11,1.14,0.99,3.42,,
March,3.21,2.03,0.32,0.03,0.89,1.01,4.56,0.56,0.93,0.71,,
April,1.52,1.29,0.81,1.39,1.03,2.17,1.60,1.17,1.61,2.47,,
May,1.63,2.76,1.87,0.92,2.12,3.30,1.19,2.47,2.01,1.66,,
June,2.17,1.08,1.31,1.48,1.90,2.78,2.80,1.90,0.57,1.61,,
July,5.25,1.80,2.07,1.57,2.83,2.97,2.17,1.18,1.53,3.71,,
August,5.85,2.11,1.21,2.55,1.21,3.74,0.42,2.83,1.45,3.57,,
September,0.43,1.04,2.15,2.36,1.74,3.49,1.13,1.20,0.36,2.76,,
October,0.79,3.42,2.60,2.88,2.26,1.30,0.10,1.75,5.24,0.46,,
November,2.78,1.86,1.38,3.56,0.19,4.11,1.04,1.65,2.13,4.58,,
December,1.91,2.40,1.39,1.20,2.80,1.98,2.26,2.58,1.58,1.50,,
Total,29.88,22.99,21.08,20.27,20.23,30.62,19.70,21.82,19.31,27.25,,
Calc annual,29.88,22.99,21.08,20.27,20.23,30.62,19.70,21.82,19.31,27.25,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
