N UIST MONACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NF593627,Long,-7.694346,Lat,57.525698,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,6.7,6.9,3.3,8,6.1,2.9,6,8.5,7.5,5.4,7.2,5.7,6.8,5.1,2.8,3.6,2.3,4.7,5.7,9.8,4,4.08,11.58,4.12,6.29,8.84,5.37,4.49,4.95,6.98,3.15,4.04,2.13,3.21,5,8.13,3.3,3.36,5.45,5.29,3.49,5.09,4.53,4.38,4.83,5.97,3.77,3.13,4.73,4.01,5.43,7.2,2.77,5,3.78,8.21,4.74,4.32,5.91,3.67,2.26,3.12,4.41,6.65,1.27,7.58,,,,,,,,,,
February,,,,,6,2.8,4.7,3.8,8.1,8,3.3,3.4,4.2,1.7,2.2,3,4.8,6.2,2,2,6,4.4,3.5,6,4.6,5.34,2.6,4.8,1.94,3.64,0.42,3.8,2.73,6.3,6.4,1.02,4.02,4.39,4.95,4.55,2.25,1.98,1.53,5.33,3.41,4.84,4.49,4.4,4.39,1.98,6.48,4.36,4.51,2.66,6.94,5.67,4.34,0.8,5.47,1.49,7.9,0.99,4.99,3.07,1.6,3.24,3.82,1.99,3.03,1.51,0.33,,,,,,,,,,
March,,,,,3.9,4,3.4,1.4,6.4,2.8,1.1,5.1,2.5,3.5,5.5,1.1,5.6,2.3,3.2,3.9,1.6,5.6,5.8,2.4,7.4,2.76,3.2,1.45,2.1,3.12,2.61,3.04,1.73,2.92,5.14,2.24,6.05,6.34,3.94,3.83,0.51,2.49,3.68,7.6,2.25,6.49,2.46,4.79,4.33,1.19,2.81,2.6,4.41,5.26,4.39,2.18,0.97,2.26,1.83,5.32,4.74,6.48,1.55,1.82,1.34,2.13,2.93,2.68,2.23,1,2.86,,,,,,,,,,
April,,,,,3.5,1.7,1.7,6.1,2.4,1.6,3.4,3.1,3.9,1.4,5,1.5,4.3,1.5,2.5,1.4,3.1,0.9,2.6,2.3,1.5,1.55,3.52,3,2.7,2.62,2.58,0.23,1.63,1.55,2.22,3.99,1.92,2.5,2.64,6.51,3.38,2.43,1.79,1.42,5.92,2.26,3.51,2.67,2.14,3.84,5.02,3.4,2.9,3.5,2.58,3.38,3.51,1.48,1.18,3.19,2.73,1.97,2.06,2.07,1.32,2.56,2.19,2.25,1.38,0.99,1.27,,,,,,,,,,
May,,,,,1.3,2.7,1.2,1.2,2.7,0,2.5,1.5,2.2,1.8,1.3,4.2,0.6,2.8,2,2.6,2.1,2.3,2.5,3.1,5.7,2.84,1.26,1.25,2.75,2.77,0.93,1.41,5.41,2.43,1.52,1.71,0.63,2.96,2.37,2.4,2.41,1.5,1.99,1.83,3.34,1.45,2.32,2.35,2.68,3.57,3.15,2.58,2.94,1.71,1.71,0.98,2.17,2.95,1.08,1.73,4.41,2.85,3.53,2.44,1.89,2.59,2.42,0.8,0.99,2.31,1.43,,,,,,,,,,
June,,,,,3.6,1.3,1.3,2.2,4.4,1.4,1.9,0.8,3.4,3.2,2.1,2.7,3.6,5.4,3.7,1.3,2.4,3.6,3.9,2.8,2.5,3.66,1.31,2.64,2.6,2.12,3.93,1.87,2.77,0.6,1.99,2.83,3.6,0.95,4.22,2.93,2.82,3.84,0.9,2.07,2.65,1.53,1.26,4.75,3.33,0.94,1.79,2.28,3.09,4.07,1.56,0.98,2.12,2.79,1.94,3.57,2.19,1.22,1.59,1.3,2.11,1.24,2.13,1.45,1.28,2.57,2.93,,,,,,,,,,
July,,,,,1.9,2.7,1.6,1.3,2.2,4.1,3.9,2.7,4,5.3,4,2.6,3.1,4.7,2,4.6,1.3,4.6,4.2,2.6,3.1,5.05,3.89,3.73,2.22,1.06,3.57,1.34,2.61,4.32,2.51,5.56,3.56,4.13,2.76,2.39,2,1.2,1.86,2.14,2.2,2.72,3.31,1.83,2.67,2.71,4.03,4.2,2.12,1.05,2.66,1.78,1,1.32,1.49,1.03,2.01,1.61,2.13,1.77,3.27,2.13,1.26,3.09,2.36,1.93,0.39,,,,,,,,,,
August,,,,,2.9,4.4,4.9,3.5,4.8,2.4,1.5,3.8,2.4,5.2,5.2,5.1,3.3,2.1,2.6,4.4,0.8,4.5,4.3,7,3.5,1.52,2.81,2.85,3.46,5.3,3.06,3.86,4.19,5.35,5.49,3.4,3.97,3.02,5.1,1.25,5.09,2.34,1.58,5.84,6.22,2.76,4.81,5.01,3,3.48,6,4.45,2.41,2.86,4.41,1.42,1.84,3.07,4.47,2.44,1.47,2.78,3.33,2.79,4.23,1.31,3.38,1.94,2.62,4.49,2.82,,,,,,,,,,
September,,,,,5.7,3.9,4.4,4.8,2.5,5.4,8,2,4.9,2.8,7,2.7,3,2.8,5.7,6.6,4.6,3.6,4.8,3.2,3.2,7.83,6.69,4.18,2.67,2.67,4.58,4.26,4.79,6.57,0.48,3.74,3.19,5.15,4.54,6.95,4.54,2.73,3.29,2.72,4.14,4.31,2.24,2.26,3.59,1.69,2.15,3.73,2.42,1.49,3.75,2.73,2.73,4.57,4.36,3.86,3.62,1.93,3.83,4.49,3.18,1.86,3.12,2.39,3.25,2.46,1.42,,,,,,,,,,
October,,,,,1.3,3.9,3.8,6.1,7.6,2.3,5.3,4.8,7.1,7.7,9.9,3.8,3.6,7.2,5.4,2.7,2.7,3.2,4.1,5.3,6.7,5.72,4.88,4.44,6.82,2.18,7.61,7.99,4.18,5.32,3.87,4.62,3.41,1.99,4.1,5.61,3.67,4.36,3.27,6.12,3.97,4.21,4.34,2.77,3.44,5.93,2.37,2.41,7.51,5.3,2.89,2.44,5.1,7.54,4.8,4.57,2.97,5.91,2.53,5.89,2.98,2.31,6.08,4.81,5.12,5.17,4.52,,,,,,,,,,
