"OVERBURY COURT GARDENS",,,,,,,,,,,,
Grid ref,SO956373,Long,-2.065551,Lat,52.034088,,,,,,,
Station no,2422/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.44,1.52,0.87,1.12,2.30,3.41,1.90,2.05,3.54,5.28,,
February,2.54,0.69,1.42,2.21,1.02,0.52,2.35,3.25,0.13,1.67,,
March,3.90,1.90,1.18,1.85,1.80,0.59,2.10,1.01,2.50,1.95,,
April,2.90,1.92,2.55,0.41,1.34,1.44,0.11,0.90,2.51,1.35,,
May,3.28,3.13,1.95,2.64,4.94,1.00,0.98,2.58,0.57,1.31,,
June,0.65,1.75,2.62,2.45,3.55,1.61,1.17,3.52,1.33,2.10,,
July,0.77,0.52,3.93,2.40,0.84,2.25,4.14,2.72,1.27,2.98,,
August,4.52,4.61,3.15,4.16,0.38,3.53,3.44,1.62,1.22,3.19,,
September,1.87,1.02,2.23,1.89,1.52,2.81,3.35,3.92,0.15,4.37,,
October,1.12,4.42,1.73,3.17,1.04,2.00,1.19,2.29,2.14,4.46,,
November,5.69,3.29,0.79,4.89,2.40,0.95,1.68,2.97,3.38,3.95,,
December,1.68,2.49,0.87,1.91,2.21,2.55,2.18,2.42,4.48,2.18,,
Total,31.36,27.26,23.29,29.10,23.34,22.66,24.59,29.25,23.22,34.79,,
Calc annual,31.36,27.26,23.29,29.10,23.34,22.66,24.59,29.25,23.22,34.79,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
