RHONDDA-CASTELL-NOS-RES OLD GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN963002,Long,-3.5016341,Lat,51.690943,Elevation,1100,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4084/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,3.34,4.28,17.27,6.23,5.7,4.01,6.26,5.42,3.27,3.13,,,,,,,,,,,,,,,,,8.36,8.53,11.76,2.96,7.84,10.57,14.26,12.24,8.76,6.4,10.02,10.95,13.52,9.63,18.65,3.3,15.24,8.74,,,,,,,,,
February,,,,,,,,,1.16,4.03,2.33,0.9,5.66,8.17,6.8,0.25,2.19,6.25,,,,,,,,,,,,,,,,,13.11,14.63,11.7,1.76,8.56,6.2,5.98,0.3,13.29,18.15,0.76,15.52,7.35,6.39,11.58,2.48,0.99,6.97,,,,,,,,,
March,,,,,,,,,7.01,3.56,5.2,2.86,2.1,0.65,5.77,3.93,7.83,8.12,,,,,,,,,,,,,,,,,13.35,2.39,3.37,4.16,4.3,10.54,10.22,13.24,8.05,3.08,3.8,1.25,2.32,8.51,8.07,2.07,3.96,0.94,,,,,,,,,
April,,,,,,,,,3.1,4.27,2.96,9.8,1.8,0.23,3.26,2.8,2,7.83,,,,,,,,,,,,,,,,,3.47,3.31,5.14,3.13,3,4.31,13.39,1.5,5.12,5.79,7.25,6.31,4.9,3.32,2.42,0.67,5.34,5.29,,,,,,,,,
May,,,,,,,,,5.18,3.88,3.76,5.96,2.58,4.03,4.48,0.88,0.04,1.97,,,,,,,,,,,,,,,,,5.08,3.61,3.93,4.57,2.55,2.18,5.96,3.74,2.01,4.43,6.52,8.94,4.51,3.23,0.46,7.06,3.06,5.63,7.34,,,,,,,,
June,,,,,,,,,4.55,0.65,4.74,4.24,2.83,2.42,3.36,0.88,3.1,4.26,,,,,,,,,,,,,,,,,2.18,3,6.29,3.2,4.13,3.85,4.65,1.02,2.45,1.47,4.15,0.05,3.25,5.69,7.25,4.91,3.44,7.81,3.06,,,,,,,,
July,,,,,,,,,10.46,4.87,6.51,4.72,3.96,4.31,4.55,4,3.79,2.82,,,,,,,,,,,,,,,,,8.58,10.15,3.09,4.98,7.71,1.54,9.62,5.14,10.41,4.72,8.45,4.72,3.79,8.33,4.02,5.58,7.37,7.09,6.19,,,,,,,,
August,,,,,,,,,5.89,6.77,7.65,13.02,4.85,3.97,5,8.11,3.83,10.79,,,,,,,,,,,,,,,,,7.22,4.34,7.14,16.73,4.4,5.57,4.73,8.73,5.59,8.4,10.61,6.9,7.25,13.46,7.05,5.87,8.13,7.2,1.68,,,,,,,,
September,,,,,,,,,2.52,2.69,2.34,4.44,5.09,4,4.94,2.56,12.56,8.57,,,,,,,,,,,,,,,,,4.23,1.67,5.11,4.68,16.05,4.48,6.75,4.75,4.81,7.84,12.07,6.32,3.1,10.1,2.17,2.43,8.96,3.02,9.34,,,,,,,,
October,,,,,,,,,4.05,7.33,5.72,16.34,3.46,6.63,9.23,4.27,7.52,3.53,,,,,,,,,,,,,,,,,4.57,5.24,18.66,12.27,6.89,2.55,7.62,4.11,2.4,14.78,10.47,13.07,7.94,8.34,16.19,12.76,12.15,2.53,13.4,,,,,,,,
November,,,,,,,,,13.3,3.19,11.2,7.57,3.8,3.77,8.6,8.99,2,8.04,,,,,,,,,,,,,,,,,10.05,4.98,9.09,6.07,8.65,5.77,6.14,6.01,4.87,7.72,6.1,4.46,16.94,7.43,15.71,25.11,10.84,17.2,7.29,,,,,,,,
December,,,,,,,,,12.2,4.68,1.47,18.11,3.16,7.27,5.16,6.48,13.09,15.5,,,,,,,,,,,,,,,,,15,19.63,7.26,2.02,15.29,17.29,13.63,10.28,11.21,7.67,16.71,9.4,0.26,5.14,8.83,20.79,8.52,5.13,5.35,,,,,,,,
Total,,,,,,,,,72.76,50.2,71.15,94.19,44.99,49.46,67.41,48.57,61.22,80.81,,,,,,,,,,,,,,,,,95.2,81.48,92.54,66.53,89.37,74.85,102.95,71.06,78.97,90.45,96.91,87.89,75.13,89.57,102.4,93.03,88,77.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The NGR on the 1950s record does not match the descriptions on the records or the altitude. The NGR used is in the area at the base of the dam; the gauge may have moved 100 to 200 yards, when the new gauge was installed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
