"CHAGFORD (DARTMOOR SANATORIUM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1754,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.61,,,,,,,9.50,9.04,2.12,10.43,
February,1.55,,,,,,,6.00,6.40,2.90,2.42,
March,5.50,,,,,,,6.50,6.31,0.30,3.70,
April,6.51,,,,,,,2.56,3.07,0.96,4.65,
May,2.10,,,,,,,0.75,0.67,4.71,1.41,
June,3.06,,,,,,,3.52,2.34,2.48,0.51,
July,4.65,,,,,,,5.56,1.87,1.90,2.83,
August,1.30,,,,,,,4.83,3.03,2.37,4.99,
September,2.48,,,,,,,7.55,2.04,0.87,8.10,
October,6.50,,,,,,,3.08,6.98,9.65,8.03,
November,3.90,,,,,,,4.81,10.06,16.09,10.13,
December,5.85,,,,,,,6.99,7.36,16.71,6.18,
Total,53.01,,,,,,,61.65,59.17,61.06,63.38,
Calc annual,53.01,0.00,0.00,0.00,0.00,0.00,0.00,61.65,59.17,61.06,63.38,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,
