BOLTON W.W. (HOLDEN'S FARM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD690170,Long,-2.470446,Lat,53.648578,Elevation,955,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,7,5.97,13.5,2.97,7.19,8.3,6.4,3.5,5.04,4.04,5.64,4.3,6.24,6.8,3.7,2.18,5.6,7.1,7.23,5,6.3,4.42,11.03,3.82,4.8,5.65,5.47,2.71,5.62,3.46,6.58,4.08,5.11,3.75,7.67
February,,,,,,,5.95,2.67,5.81,1.72,0.58,6.9,0.19,4.57,0.62,7.61,3.7,7.69,2,5.76,3.87,6.5,2.75,3.75,3.07,7.5,8,1.84,3.39,3.36,6.38,3.83,2.25,2.44,4.07,3.01,1.23,3.6,9.39,1,4.67
March,,,,,,,3.96,7.73,4.13,2.18,3.6,0.7,4.04,3.85,3.62,1.84,3.63,2.6,2.28,2.75,3.73,4.15,4.28,1.49,1.25,1.87,1.2,8,2.21,2.96,3.06,5.72,2.81,2.78,3.41,2.47,2.01,4.34,2.64,2.64,1.66
April,,,,,,,2.46,4.62,1.61,1.59,3.32,4.55,4.59,2.55,3.77,4.35,1.28,5.1,0.96,3.3,3.44,2.22,2.69,3.75,3.02,3.02,1.54,4.18,2.69,4.71,4.3,2.88,4.37,3.62,1.21,3.95,3.58,0.77,1.94,3.92,2.9
May,,,,,,,4.67,2,1.39,4.15,3.09,3.02,5.6,3.11,5.43,1.69,1.15,2.44,5.38,1.89,0.92,3.29,4.46,3.78,4.69,4.35,1.6,3.24,2.3,4.38,2.52,2.57,2.9,3.02,3.35,5.06,2.04,2.35,5.3,1.51,2.81
June,,,,,,,3.36,6.38,7.83,2.4,2.65,7.06,1.22,3.12,3.11,4.9,4.63,2.21,5.85,4.7,1.22,0.64,0.95,5.2,4.29,5.7,4.28,3.41,7.94,1.2,3.35,1.52,5.12,3.45,4.72,4.15,3.26,2.48,4.66,2.99,1.63
July,,,,,,,4.63,5.71,3.42,5.02,7.32,6.06,5.03,3.7,4.35,2.32,6.65,2.6,6.15,9.79,7.28,2.42,6.95,3.65,4.75,3.3,4.6,3.95,3.26,2.69,5.52,3.96,3.51,6.15,9.33,1.04,7.05,7.95,4.86,6.35,11.07
August,,,,,,,5.46,8.25,8.5,6.69,9.36,6.55,1.74,3.61,6.68,2.57,3.9,3.66,3.87,2.93,3.45,8.38,6.7,9.69,4.05,3.41,8.44,0.27,6.53,3.22,7.77,5.55,4.98,5.69,7.47,1.59,13.87,8.05,6.8,0.6,6.8
September,,,,,,,5.64,7.35,1.4,2.8,4.64,5.08,8.24,1.17,5.24,8.35,5.48,2.26,3.47,1.61,5.72,1.65,3.89,5.46,7.81,3.86,8.94,4.38,4.18,2.84,9.95,3.95,5.87,5.82,6.85,5.79,4.56,9.8,5.47,0.54,3.88
October,,,,,,,4.42,5.65,7.64,8.5,8.31,3.4,10.25,5.62,8.46,10.12,6.07,2.63,12.08,2.84,5.52,5.72,10.08,4.78,6.83,7.41,1.63,1.21,4.32,5.47,4.03,1.1,5.43,2.4,10.04,3.12,3.92,8.27,5.6,5.87,5.46
November,,,,,,,8.71,6.12,8.95,10.28,8.19,10.07,4.72,3.06,2.79,5.62,7.83,2.1,7.3,8.66,8.89,3.59,1.65,5.82,8.29,0.94,8.78,6.31,2.99,6.78,8.04,9.72,3.23,6.5,8.72,3.16,2.01,2.31,2.46,6.29,9.13
December,,,,,,,2.78,2.01,4.25,9.15,5.8,3.24,2.73,0.83,8.1,5.1,5.5,3.49,5.92,4.26,7.25,3.63,5.96,3.56,5.18,4.26,5.07,4.68,5.41,7.81,4.49,11.4,5.52,2.35,8.14,6.43,5.09,6.37,5.1,10.38,6.01
Total,,49.35,58.69,74.67,61.72,56.73,59.04,64.46,68.43,57.45,64.05,64.93,54.75,38.69,57.21,58.51,55.46,41.08,61.5,55.29,54.99,44.37,55.96,58.03,60.46,50.62,60.38,45.89,56.25,49.24,64.21,57.85,51.46,46.93,72.93,43.23,55.2,60.37,59.33,45.84,63.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1921, 1925 totals not transcribed initially",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
