DAVIDSONS MAINS BROOMFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT209768,Long,-3.26913,Lat,55.977643,Elevation,42,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,2.64,1.69,0.84,0.65,0.72,3.66,3.19,2.01,1.4,4.16,2.35,0.9,2.93,1.02,2.7,2.44,2.76,0.73,0.98,2.17,2.45,1.09,2.59,1.53,2.18,2.52,2.47,3.54,1.86,1.19,2.02,2.25,2.76,1.82,3.61,0.85,2.67,2.18,2.52,2.19,,,,,,,
February,,,,,6.32,0.31,0.64,1.24,0.82,1.25,2.8,1.25,1.01,4.62,2.47,1.02,0.68,1.32,0.94,1.14,2.17,2.09,1.56,1.19,1.5,1.79,3.38,0.57,2.48,1.74,2.49,0.48,1.83,2.46,0.56,2.61,2.94,1.13,2.82,1.02,0.49,1.57,0.18,1.41,,,,,,,
March,,,,,1.59,1.72,1.64,2.55,1.07,1.85,1.36,1.62,0.98,4.68,1.5,2.77,2.02,1.78,3.42,3.68,0.87,2.29,2.01,2.33,2.92,1.18,2.82,1.13,0.69,1.12,1.86,2.44,1.3,0.5,1,1.86,1.38,1.58,1.53,0.23,2.25,1.53,2.42,0.88,,,,,,,
April,,,,,1.48,0.98,0.86,0.68,1.56,2.51,1.38,1.43,1.36,1.01,2.25,1.38,0.72,1.26,1.41,2.54,3.03,0.97,0.25,1.87,0.72,1,1.76,1.43,0.52,2.06,1.66,0.66,1.39,1.93,1.17,2.16,1.08,1.37,0.64,1.3,1.07,2.35,1.58,1.47,,,,,,,
May,,,,,2.59,0.88,0.47,1.16,1.61,3.27,1.23,1.87,2.37,1.21,3.03,0.85,5.89,2.42,2.24,2.09,1.55,1.09,1.16,1.39,1.81,1.27,3.53,0.97,2.63,0.55,2.22,1.3,1.18,1.11,4.09,3.47,2.49,1.72,1.11,1.57,1.29,2.87,3.1,1.56,,,,,,,
June,,,,,2.41,3.77,3.09,3.6,1.41,1.4,3.05,2.16,2.54,1.58,1.83,0.83,1.57,2.43,1.12,1.36,0.67,1.49,2.76,1.52,0.67,1.28,2.37,1.17,0.39,1.2,1.49,0.28,1.68,0.97,1.6,0.37,2.9,3.02,3.55,1.85,1.67,4.37,1.07,1.79,,,,,,,
July,,,,,2.58,4.41,4.11,1.58,1.07,3.19,3.4,1.01,3.02,4.37,1.44,2.84,1.41,2.63,2.88,2.97,3.4,1.21,2.46,0.58,2.94,2.24,5.71,1.28,3.09,0.99,3.4,2.18,2.83,2.02,3.65,1.54,2.37,2.69,1.86,1.89,3.71,3.69,1.63,4.84,,,,,,,
August,,,,,4.7,5.23,1.56,2.87,3.03,0.56,4.18,3.57,1.32,3.52,4.62,2.51,4.6,3.49,2.07,1.9,3.76,1.03,4.24,1.06,2.16,4.28,4.53,3.99,1.59,1.9,3.85,4.79,1.45,4.18,2.28,2.78,1.85,6.57,4.17,4.23,6.14,4.5,0.36,1.03,,,,,,,
September,,,,,0.4,0.57,3.79,1.67,2.06,3.02,1.98,0.9,1.1,1.95,1.45,1.51,0.55,1.1,2.6,2.02,0.57,0.97,2.29,2.59,0.57,2.01,1.02,0.84,3.65,1.91,1.26,1.78,1.52,1.61,2.71,3.5,3.74,6.59,2.31,0.21,3.76,1.39,2.3,1.37,,,,,,,
October,,,,,2.84,2.87,2.55,0.94,3.09,1.16,4.34,1.65,1.24,5.73,0.92,1.96,5.33,7.66,1.04,3.85,2.1,2.37,2.25,1.11,1.35,2.33,5.16,1.97,2.64,1.9,0.89,3.75,2.03,1.53,3.36,1.98,3.3,3.09,2.97,2.56,2.84,1.34,5.36,2.26,,,,,,,
November,,,,,1.52,2.4,0.42,1.78,3.16,2.53,4.78,2.73,0.81,1.49,0.83,3.36,3.43,1.21,1.76,1.03,2.35,3.81,1.72,1.91,2.79,1.07,2.58,2.24,1.3,4.36,1.96,1.32,0.98,2.66,1.16,0.89,3.8,1.29,2.39,3.23,3.24,3.79,1.67,1.32,,,,,,,
December,,,,,1.44,2.29,3.09,2.21,1.65,2.2,4.08,3.01,1.76,1.35,2.65,1.66,1.31,3.28,0.55,3.02,1.25,2.02,3.11,1.49,3,4.67,2.36,1.55,1.71,2.92,2,2.69,2.52,2.07,3.12,2.62,0.55,1.39,2.27,3.34,1.73,0.89,3.98,0.61,,,,,,,
Total,,,,,30.51,27.12,23.06,20.93,21.25,26.6,35.77,23.21,18.91,35.67,25.34,21.59,30.44,29.6,22.73,28.04,24.48,20.07,24.79,19.21,22.88,24.21,37.81,18.67,22.87,23.17,25.55,25.21,20.57,22.23,26.72,26.03,29.16,32.26,29.23,22.28,30.86,30.47,26.17,20.73,,,,,,,
