"GREAT MALVERN, HORNYOLD FELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO772472,Long,-2.334433,Lat,52.122638,Elevation,492,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,0.5,1.42,2.31,4,2.63,2.2,3.49,3,0.68,0.76,3.38,,,,,,,,,,,,,3.12,2.55,1.05,4.3,1.18,0.87,0.97,2.67,0.8,5,3.9,0.88,3.02,1.25,1.37,2.22,3.62,3.24,2.96,4.22,1.27,3.7,1.86,3.72,3.74,4.42,1.59,4.96
February,3.97,3.88,3,4.02,2.28,2.96,1.28,0.42,0.7,1.36,0.65,,,,,,,,,,,,,1.97,4.4,1.11,1.81,0.83,1.03,0.48,3,1.68,1.98,1.06,1.97,3.72,4.42,0.96,1.06,3.36,0.83,0.22,3.22,6.34,0.55,2.8,2.35,3.11,1.84,0.72,0.68
March,1.78,2.26,1.32,1.11,2.86,1.55,2.63,1.06,3.03,2.67,0.58,,,,,,,,,,,,,3.58,1.49,3.75,1.24,0.8,2.54,3.14,0.78,2.04,3.87,4.88,2.97,0.95,3.28,2.62,1.48,4.66,3.13,1.66,1.92,1.77,1.64,0.48,0.67,2.61,3.6,0.13,2.18
April,1.51,1.14,4.6,1.06,1.38,2.89,2.42,1.06,1.07,4.51,1.48,,,,,,,,,,,,,2.03,1.39,3.09,1.23,1.76,3.39,2.27,2.06,1.08,0.1,3.82,1.41,1.01,0.94,1.19,2.84,2.1,4.33,1.18,2.45,2.77,3.07,1.86,2.7,2.44,1.88,0.95,2.32
May,2.13,2.45,2.13,1.34,0.55,3.02,6.56,2.1,1.06,3.68,2.26,,,,,,,,,,,,,4.62,1.97,0.33,2.33,2.96,1.89,1.23,1.57,1.31,2.56,2.95,1.55,3.37,3.12,4.29,1.65,1.03,1.77,1.24,0.73,1.93,7.74,3.32,3.81,1.45,1.1,1.83,2.08
June,4.1,2.85,3.15,3.37,3.6,3.22,1.47,1.49,2.4,0.38,1.65,,,,,,,,,,,,,4.35,0.67,3.53,3.43,2.57,1.76,3.66,2.94,1.98,5.36,0.74,2.7,1.03,1.56,2.39,1.07,0.75,2.84,0.65,0.88,0.32,2.3,0,1.26,3.2,2.47,1.57,1.6
July,5.73,1.94,5.39,3.33,2.76,0.09,2.66,0.95,5.41,3.16,2.4,,,,,,,,,,,,,3.58,2.19,0.96,0.76,2.8,2.4,2.89,1.73,0.25,3.69,0.9,3.7,6.3,1.84,1.94,2.18,3.29,4.53,0.5,5.12,3.09,4.73,3.07,2.25,3.84,1.5,2.01,3.16
August,0.29,5.26,2.72,1.4,2.33,2.76,0.9,1.2,1.95,3.26,2.74,,,,,,,,,,,,,3.83,1.64,6,0.68,2.2,2.95,1.99,5.52,1.24,9.43,1.75,1.32,3.73,2.6,5.16,1.26,2.36,0.53,3.7,3,2.12,2.59,2.53,2.59,4.57,2.5,1.54,3.26
September,3.94,2.19,3.13,5.12,0.99,4,2.7,0.99,0.85,1.65,1.01,,,,,,,,,,,,,2.99,2.44,1.28,0.82,0.89,2.03,3.59,0.7,1.38,0.86,3.58,1.32,0.64,0.95,1.9,5.47,1.89,2.45,1.15,2.64,1.83,4.77,3.69,0.52,4.44,0.82,0.84,4.39
October,5.1,2.52,5.35,2.56,1.22,3.43,4.39,2.1,0.52,3.2,1.71,,,,,,,,,,,,,6.44,0.54,1.6,5.46,7.25,1.89,3.84,3.39,2.08,3.35,4.8,1.74,3.97,4.2,2.86,1.06,2.25,2.66,1.62,0.3,5.18,4.75,3.52,2.59,2.24,4.47,4.65,2.36
November,2.34,3.45,4.42,3.97,2.13,3.79,2.35,2.62,7.53,1.29,2.6,,,,,,,,,,,,,1.33,1.37,3.04,2.53,1.34,1.7,0.85,3.99,2.81,1.57,3.16,2.92,2.16,2.73,1,1.94,1.45,0.93,2.02,1.27,1.44,2.89,1.76,6.88,4.01,3.62,7.76,3.25
December,3.18,2.66,3.35,0.77,2.18,0.64,4.15,1.74,2.68,2.03,1.26,,,,,,,,,,,,,1.62,2.05,0.71,1.49,4.04,2.4,3.17,4.92,6.54,3.33,0.99,6.37,5.51,2.24,1.01,2.4,3.36,2.77,1.44,3.82,2.72,3.27,3.23,0.63,2.49,2.5,6.35,2.87
Total,34.57,32.02,40.87,32.05,24.91,30.55,35,18.73,27.88,27.95,21.72,,,,,,,,,,,,,39.46,22.7,26.45,26.08,28.62,24.85,28.08,33.27,23.19,41.1,32.53,28.85,35.41,29.13,26.69,24.63,30.12,30.01,18.34,29.57,30.78,42,28.12,29.97,38.14,30.72,29.94,33.11
