BANBRIDGE MILLBANK,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6266,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.83,3.51,3.42,1.94,3.92,2.47,4.08,2.36,,,,
February,1.58,0.82,3.12,5.17,1.11,3.38,2.36,1.63,,,,
March,3.07,2.49,1.73,1.83,0.95,0.94,0.85,2.42,,,,
April,2.74,1.10,2.97,2.61,2.72,2.72,1.81,1.04,,,,
May,2.20,2.18,1.70,1.34,3.80,4.52,1.86,1.50,,,,
June,3.13,0.31,2.14,1.35,3.17,0.53,1.85,3.41,,,,
July,3.09,4.21,3.49,2.80,3.69,5.00,3.54,3.37,,,,
August,1.85,3.93,3.96,5.80,4.77,1.60,3.30,4.47,,,,
September,2.75,1.05,2.58,3.51,5.54,3.22,1.92,4.89,,,,
October,6.99,2.27,1.12,2.94,3.09,2.96,2.46,3.06,,,,
November,2.85,3.19,1.10,2.70,2.36,2.36,3.11,4.08,,,,
December,3.22,2.15,2.75,2.87,3.49,2.96,0.83,2.35,,,,
Total,37.30,27.21,30.08,34.86,38.61,32.66,27.97,34.58,,,,
Calc annual,37.30,27.21,30.08,34.86,38.61,32.66,27.97,34.58,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
