SILLOTH RECTORY CUMBERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY111539,Long,-3.3867,Lat,54.8721,Elevation,28,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,0.34,1.72,2.17,2.24,4.97,5.79,2.51,3.13,7.12,2.35,2.55,4.69,2.53,3.68,4.15,3.77,2.29,5.94,6.03,4.06,4.17,1.85,6.41,3.24,1.53,1.01,0.46,1.96,3.76,6.21,1.95,,,,
February,,,,,,0.72,2.77,1.21,0.22,2.38,1.9,3.14,1.04,3.11,1.77,2.63,3.42,2.01,3.74,4.74,1.98,2.66,3.02,0.74,2.04,1.02,3.88,2.68,2.39,2.39,2.95,3.31,2.39,1.74,2.89,3.83,,,,
March,,,,,,1.71,0.02,2.19,1.55,5.07,3.64,4.98,1.85,0.69,2.75,1.44,1.39,0.63,4.47,0.85,1.01,1.75,2.68,2.32,1.98,0.92,3.18,1.97,1.07,2.32,1.81,3.18,3.09,0.72,2.78,2.59,,,,
April,,,,,,0.71,1.6,1.16,1.83,3.73,1.51,0.5,4.03,4.16,1.66,0.38,0.84,2.8,3,1.77,1.06,3.29,1.31,0.16,1.26,1.09,2.42,2.23,2.24,1.14,2.06,1.65,2.92,1.78,1.26,1.94,,,,
May,,,,,,1.47,2.36,1.83,2.9,0.15,2.4,0.87,3.81,2.59,1.91,4.84,1.37,2.18,2.48,1.59,2.63,0.85,2.23,1.93,1.04,1.41,0.58,2.67,2.09,2.07,1.21,3.01,1.8,1.21,2.77,1.71,,,,
June,,,,,,3.06,3.54,3.62,1.57,1.89,3.78,2.65,3.77,4.23,2.91,0.97,2.2,1.2,1,1.13,2.01,1.23,4.66,1.93,0.71,2.54,2.95,2.2,1.9,6.33,2.33,4.87,2.42,2.58,0.46,1.36,,,,
July,,,,,1.2,3.25,1.3,2.19,4.56,2.4,2.29,4.29,5.24,0.76,1.65,2.03,3.6,2.77,0.7,0.65,0.82,3.28,4.01,3.93,2.96,2.07,2.02,4.9,0.67,4.71,4.6,2.97,5.96,2.81,8.1,,,,,
August,,,,,4.36,3.15,4.61,3.68,3.35,3.56,4.37,5.48,3.58,2.88,1.8,3.15,3.55,2.61,4.2,1.05,0.85,2.97,3.01,4.76,5.62,2.1,3.88,6.64,4.66,3.89,0.41,5.92,2.64,4.1,1.54,,,,,
September,,,,,1.92,0.75,2.04,3.31,5.61,4.43,1.29,3.13,2.8,5.99,5.15,1.32,5.31,3.84,2.02,,3.26,2.58,6.52,2.35,3.93,4.48,3.32,2.05,3.96,4.23,4.21,2.39,2.16,3.54,2.76,,,,,
October,,,,,3.19,4.22,2.32,1.55,4.9,2.17,6.85,1.96,7.82,4.77,4.78,3.64,2.07,2.98,3.79,,4.66,3.46,6.02,6.82,6.51,3.23,3.22,5.54,2.9,2.19,1.18,2.18,3.11,3.15,2.41,,,,,
November,,,,,1.64,2.18,0.9,2,1.59,5.77,1.84,10.34,2.63,4.52,2.05,3,4.33,0.92,2.13,,3.51,2.34,3.3,1.61,3.43,3.29,2.9,6.7,1.58,1.54,5.22,5.12,4.82,4.53,1.72,,,,,
December,,,,,2.7,1.05,2.81,2.58,1.99,3.28,2.15,2.62,4.49,3.03,4.79,2.79,3.99,2.01,6.47,0.84,1.62,3.94,3.21,1.16,2.47,2.5,4.76,3.7,2.56,3.24,3.56,2.15,3.07,3.01,4.33,,,,,
Total,,,,,,22.61,25.99,27.49,32.31,39.8,37.81,42.47,44.19,43.85,33.57,28.74,36.76,26.48,37.68,,27.18,30.64,45.91,33.74,36.01,28.82,34.96,47.69,29.26,35.58,30.55,37.21,36.34,32.93,37.23,,,,,
