"STROOD WATER WORKS",,,,,,,,,,,,
Grid ref,TQ729693,Long,0.483976,Lat,51.396388,,,,,,,
Station no,373,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.62,0.53,0.59,1.92,3.01,0.93,3.63,1.00,1.03,0.82,,
February,3.76,1.13,1.12,1.27,2.55,0.64,1.80,1.28,1.03,0.81,,
March,0.89,2.21,1.13,1.82,1.36,2.42,1.29,0.58,2.13,3.33,,
April,1.03,1.67,0.38,1.77,0.87,1.96,0.63,2.51,2.79,1.55,,
May,1.03,0.83,2.31,2.07,1.59,1.24,1.51,2.24,1.71,1.10,,
June,2.43,0.65,2.24,5.04,1.23,4.58,2.19,2.22,1.40,2.54,,
July,0.97,2.01,1.60,4.68,1.69,0.38,1.73,1.48,2.82,3.53,,
August,1.79,1.43,2.40,3.24,1.69,1.96,0.66,1.79,3.23,2.34,,
September,0.66,0.84,0.85,1.72,0.89,2.03,1.29,0.40,1.60,3.01,,
October,1.80,1.77,1.47,3.95,1.61,1.34,3.96,3.73,1.61,3.76,,
November,2.72,0.33,1.43,2.54,1.31,2.78,4.74,2.00,0.81,1.02,,
December,2.21,3.11,1.13,1.55,2.47,0.52,1.59,2.44,2.24,3.05,,
Total,21.91,16.51,16.65,31.57,20.27,20.78,25.02,21.67,22.40,26.86,,
Calc annual,21.91,16.51,16.65,31.57,20.27,20.78,25.02,21.67,22.40,26.86,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
