LENHAM (DICKLEY ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ883529,Long,0.696436,Lat,51.24419,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,351/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,3.1,2.55,2.35,2.09,2.85,1.9,4.51,5.03,3.53,6.22,2.77,3.48,2.6,5.37,1.64,2.74,1.7,2.15,3.96,1.29,2.37,3.06,2.66,1.13,2.1,4.12,5.1,2.68,3.29,2.26,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.73,2.37,0.65,1.7,0.34,4.03,2.18,4.18,1.12,1.25,2.33,2.45,1.27,1.54,1.95,1.76,3.02,1.97,1.78,0.97,4.56,6.87,1.05,1.53,2.21,2.25,1.85,4.34,2.72,0.09,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.18,0.24,1.42,2.73,3.1,0.23,1,5.24,0.75,2.34,3.63,2.3,3.31,0.31,0.17,1,1.95,5.81,0.93,0.88,0.88,3.75,4.75,0.27,2.74,2.16,0.71,1.2,1.85,2.06,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.62,4.97,2.46,1.01,2.19,3.23,2.75,2.54,0.75,2.67,1.4,2.22,1.22,1.71,1.35,1.26,2.73,1.75,1.74,1.74,2.53,2.21,0.96,1.8,0.29,0.33,1.35,0.37,1.93,2.64,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,4.12,2.47,3.1,2.34,0.96,2.4,0.27,2.72,2.72,2.37,0.7,1.81,3.55,2.97,0.52,2.69,3.23,1.14,1.85,1.83,1.74,2.1,0.99,2.06,1.5,3.91,0.28,1.91,2.21,0.74,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.81,0.99,0.89,2.13,1.18,2.04,3.61,2.22,1.05,2,1.05,1.49,0.32,1.62,1.55,0.83,2.37,2.49,3.39,0.73,1.35,1.71,1.16,2.41,4.72,2.6,2.66,1.31,5,1.03,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.69,2.44,3.06,2.12,2.2,0.73,3.85,1.25,1.8,1.88,3.66,3.28,3.23,2.45,2.61,2.13,3.11,2.74,1.84,0.43,2.52,1.7,0.8,3.42,2.94,2.33,3.17,3.28,1.57,2.38,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,4.56,3.27,0.52,1,1.85,3.13,1.02,1.46,1.83,2.65,0.09,4.52,2.57,1.25,4.38,2.94,5.65,0.01,2.92,0.9,2.56,4.07,3.25,2.08,3.6,3.82,3.24,2.51,3.98,1.01,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,4.33,2.35,2.18,4.15,1.4,3.63,2.42,2.5,2.35,1.03,1.28,0.38,2.6,1.61,2.98,0.81,3.05,1.48,1.73,2.56,3.09,3.77,3.7,3.74,1.75,2.36,2.51,2.91,3.57,0.17,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.56,0.69,7.1,1.9,2.08,3.29,2.96,4.11,3.5,8.99,4.73,2.24,3.96,2.84,5.13,2.15,1.81,0.76,1.71,7.66,0.36,1.29,2.72,2.69,2.51,5.51,1.61,1.17,4.02,2.82,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
