CHURT-FURZE-HILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU849394,Long,-0.787616,Lat,51.147576,Elevation,390,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,0.25,2.09,1.18,3.28,1.35,3.83,5.64,0.89,5.17,1.59,,,,,,,1.95,2.75,,5.6,2.65,4.18,1.59,5.4,2.58,3.42,2.26,3.51,0.86,6.64,7.58,3.47,5.75,2.72,3.08,3,6.69,1.89,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.05,0.96,0.63,4.53,1.77,2.85,1.43,6.52,6.5,6.38,,,,,,,5.91,0.64,,1.85,5.33,2.05,0.59,1.45,1.89,0.43,6,0.15,4.4,3.07,5.19,0.53,1.63,3.17,3.1,0.65,1.51,0.82,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.02,3.34,4.75,1.36,2.66,4.32,3.74,4.99,0.7,5.12,,,,,,,2.97,1.61,,0.36,3.69,2.42,0.12,1.34,0.38,1.87,4.36,3.26,0.71,2.33,4.18,0.22,1.53,3.85,3.99,2.35,0.54,0.23,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,5.26,3.35,1.96,1.96,2.23,0.1,3.38,1.43,1.36,1.23,,,,,,,3.15,3.98,,3.37,2.09,2.19,0.73,2.61,4.26,3.09,0.93,2.7,3.53,2,3.05,0.11,2.67,1.85,1.54,2.1,1.06,1.34,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.02,2.45,2.46,2.23,1.81,1.49,3.11,0.96,3.82,1.85,,,,,,,3.12,3.68,,1.97,0.97,2.44,2.01,2.75,3.8,5.09,2.62,0.61,1.39,0.6,3.03,1.68,1.74,0.99,2.64,3.3,3.7,0.85,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.18,1.06,3.43,2.95,2.1,3.7,0.37,1.25,1.34,3.06,,,,,,,0.46,3.85,,2.77,2.86,2.66,1.63,0.41,1.88,2.07,2.26,1.34,3.83,3.14,1.66,0.69,1.61,0.66,1.9,0.23,1.55,1.93,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.19,2.05,2.9,3.06,0.86,1.98,1.41,2.51,4,1.4,,,,,,,0.9,4.43,,1.53,3.3,1.91,1.31,2.71,4.1,2.81,2.15,1.72,0.9,3.96,0.84,2.68,3.71,2.81,2.19,2.25,2.56,1.92,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.33,3.25,2.29,2.92,0.87,5.45,1.37,2.3,1.06,3.58,,,,,,,2.94,2.66,,1.88,3.41,2.04,1.44,2.82,4.58,1.44,1.09,2.9,3.06,0.48,0.77,1.05,1.33,0.23,4.75,3.27,2.52,3.22,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.52,2.51,3.14,0.44,1.12,3.78,3.42,1.37,2.22,3.01,,,,,,,1.66,4.66,,0.84,6.43,1.43,0.98,3.29,2.05,3.36,3.88,2.1,5.02,2.8,2.86,1.57,1.02,1.58,0.17,2.24,2.08,2.55,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,6.78,2.94,7.32,3.67,4.43,4,4.82,2.36,4.65,5.92,,,,,,,6.54,3.66,,3.2,2.23,6.07,4.06,1.72,0.68,5.59,2.27,1.72,4.47,2.21,3.57,3.58,5.46,4.48,1.04,3.55,3.05,4.62,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
