UPPER-HEYFORD-AIRFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP513263,Long,-1.2552779,Lat,51.932855,Elevation,408,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,1.29,3.17,1.68,1.77,1.86,1.92,0.57,3.76,3.72,2.79,4.83,2.61,3.09,2.73,3.96,1.57,,1.57,1.94,4.38,1.15,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.52,0.64,2.08,0.1,2.59,0.43,2.43,2.01,4.01,0.8,0.93,2.31,2.71,0.81,0.74,0.92,,1.8,1.34,1.2,1.28,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.76,0.06,1.53,0.09,1.74,2.66,2,0.6,1.81,2.61,0.21,1.91,2.54,2.39,1.99,0.75,0.24,,0.87,6.2,0.95,1.45,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1,1.41,2.57,3.52,2.27,1.32,1.6,3.53,1.59,2.94,0.05,2.92,1.84,1.65,0.96,0.54,,,1.37,2.04,1.82,1.3,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.56,1.71,1.7,3.3,6.41,2.14,0.57,1.58,1.06,2.57,1.76,1.27,1.7,1.82,3.59,2.57,,,3.07,1.43,4.73,1.83,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.93,1,0.97,2.67,0.9,3.33,1.04,4.5,2.72,1.07,0.97,2.5,0.39,1.93,0.12,1.64,,,2.56,0.97,2.04,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,2.48,1.44,3.12,3.36,1.72,1.43,0.86,0.71,4.24,1.83,1.57,4.35,2.37,4.89,1.49,0.52,,,0.96,2.03,0.83,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.83,1.57,2.57,2.74,2.23,0.7,2.35,1.89,0.39,0.57,2.59,2.65,0.04,4.33,4.22,1.86,,,4.33,0.4,4.08,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.79,0.35,2.98,2.48,2.81,1.83,2.96,4.19,3.62,2.41,2.58,0.77,0.73,0.5,1.23,1.9,,,3.66,1.59,2.87,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,3.7,3.5,1.27,0.76,3.62,1.61,1.48,3.27,1.81,2.81,3.61,6.18,3.33,1.24,2.81,2.21,,2.83,0.93,0.44,3.17,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
