JERSEY MILLBROOK RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,WV630505,Long,-2.13376,Lat,49.20438,Elevation,53,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.97,5.47,4.15,2.12,2.24,2.83,5.37,1.97,5.08,1.43,0.9,2.25,4.63,2.15,2.76,5.7,1.59,4.69,1.35,2.31,1.31,6.38,3.95,2.27,4.44,2.1,3.18,5.17,4.64,5.36,6.35,3.05,4.14,4.06,2.36,3.02,3.59,1.1,6.53,5.53,5.66,5.77,3.16,4.25,4.68,4.96,2.35,4.01,2.59,2.91,6.29,1.93,2.06,3.34,5.5,1.01,3.43,4.01,6.54,2.36,6.61,5.55,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,2.28,1.95,4.93,1.6,1.39,2.24,4.15,2.15,4.38,1.81,2.45,0.72,5.52,1.4,2.46,1.09,3.7,5.31,6.69,1.8,1.17,5.18,0.33,0.34,2.03,4.29,1.04,4.52,2.75,2.12,4.55,1.79,2.6,4.32,0.46,4.34,0.25,4.61,3.02,7,1.58,1.68,3.92,4.74,0.66,2.07,1.36,2.91,2.38,1.65,1.13,0.65,5.15,4.6,1.72,1.83,2.89,4.35,0.58,7.39,4.24,0.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.85,0.6,1.22,3.01,2.7,2.44,1.52,4.94,1.79,0.81,3.68,4.57,2.25,2.92,6.69,2.51,5.42,0.86,2.82,2.59,2.47,5.13,2,1.11,3.88,2.36,2.55,0.69,1.13,3.89,2.75,0.04,2.64,2.5,2.38,1.68,4.42,1.17,2.87,4.37,0.27,2.01,3.93,3.37,2.62,0.72,0.31,0.53,1.41,5.61,1.05,1.42,1.25,3.75,4.18,0.2,3.41,1.67,0.69,2.16,3.5,1.98,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.33,3.38,1.12,4.63,3.46,1.59,2.1,2.4,1.18,2.83,2.66,1.07,1.38,1.39,0.41,2.05,1.21,2.29,0.9,1.27,2.16,1.83,3.23,1.23,3.23,3.05,3.49,3.49,3.32,1.61,2.72,1.91,4.63,2.27,3.18,1.39,1.58,3.45,1.87,2.36,0.07,1.6,1.51,3.18,1.21,1.33,3,0.98,2.16,2.8,2.68,0.87,1.73,2.12,1.82,3.48,0.7,0.41,0.81,0.8,0.74,3.3,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.97,2.5,1.26,1.2,3.1,2.74,2.31,0.19,2.09,2.89,1.29,0.73,2.66,0.66,0.89,2.15,0.92,1,1.33,2,1.45,0.93,1.71,0.75,1.19,3.16,2.42,4.08,2.25,0.16,5.48,1.74,2.42,2.09,3.14,2.28,0.67,1.98,0.93,2.54,0.63,0.77,1.5,1.87,5.02,1.88,0.51,1.85,2.8,1.4,1.45,1.04,2.04,3.71,1.19,1.62,1.53,2.38,1.43,0.92,2.85,1.72,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.43,0.83,1.42,0.7,1.72,2.84,0.76,3.56,0.67,2.19,0.83,3.59,4.12,3.14,5.64,0.79,0.73,0.61,0.69,1.75,0.5,0.87,2.15,1.56,1.71,1.03,0.92,0.01,4.11,3.46,2.76,3.2,0.81,1.99,1.6,1.85,1.28,3.36,2.31,0.76,0.2,1.9,0.09,1.99,0.4,0.77,1.68,1.57,1.73,3.07,1.3,0.36,1.81,1.63,0.3,1.13,1.8,2.28,1.59,0.9,3.23,0.8,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.89,1.11,1.64,1.47,0.84,2.32,2.35,0.51,0.7,1.97,0.97,2.02,2.91,0.78,2.93,1,3.32,2.89,0.47,1.86,2.33,1.77,2.41,1.04,3.48,0.9,2.5,2.26,1.32,2.85,0.7,1.51,3.76,2.56,1.94,2.62,0.45,0.87,3.87,1.45,1.86,3.28,4.94,1.9,2.25,2.71,3,2.24,2.1,1.15,1.46,0.22,3.01,1.15,1.24,2.75,2.51,1.43,1.88,2.06,0.99,0.69,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.2,0.19,1.83,1.72,2.51,3.61,2.08,2.81,0.83,0.73,1.91,0.84,2.91,0.56,8.26,0.72,2.7,1.4,2.38,5.26,1.69,2.59,0.73,0.94,2.37,1.17,2.28,3.47,2.02,4.21,2.65,1.39,3.37,7.66,0.74,2.05,3.76,2.39,0.93,1.08,2.14,1.15,0.02,8.25,4.04,1.5,1.66,3.03,4.96,1.46,2.65,0.96,3.3,6.18,3.43,1.11,2.79,0.87,5.01,2.35,4.08,1.7,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.35,3.7,1.24,1.61,1.54,3.05,2.77,3.16,0.82,1.43,2.93,2.24,0.43,1.32,2.79,1.1,3.54,3.47,3.21,1.11,4.62,1.83,3.27,1.15,2.47,3.37,3.54,2.34,0.53,7.17,2.29,4.48,3.97,3.16,3.76,2.93,2.56,2.75,2.65,3.78,2.23,0.56,2.04,0.28,4.04,3.06,2.13,2.02,2.75,1.9,1.53,3.32,5.38,4.82,8.23,2.9,4.12,2.75,2.2,4.02,2.65,0.63,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,4.26,1.26,2.74,3.77,2.82,5.82,4.09,2.42,3.76,6.52,2.92,6.3,5.82,5.24,4.89,3.69,3.92,3.23,4.47,6.87,3.64,1.48,1.47,0.64,1.77,4.39,4.39,2.57,3.59,1.83,7.22,7.39,4.58,0.8,6.36,3.14,3.83,4.42,1.54,3.13,5.07,6.3,3.22,1.72,4.11,3.01,5.25,2,0.82,1.39,3.1,6.85,2.67,0.61,5.42,2.34,3.13,3.69,2.45,1.73,3.81,3.85,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
