"MONKTON HOUSE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1493/4,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.11,3.76,4.12,2.23,5.02,3.52,5.28,3.81,6.09,1.38,4.46,
February,1.49,0.44,4.51,7.40,0.36,5.70,3.00,5.07,3.14,0.83,0.52,
March,2.99,2.30,3.14,2.45,2.96,0.45,1.46,4.03,2.96,0.21,2.64,
April,6.16,0.90,3.59,4.00,3.53,2.43,4.37,2.06,1.82,1.04,2.53,
May,2.79,3.22,1.06,2.11,7.15,4.45,3.60,1.48,1.23,2.00,1.99,
June,3.82,0.27,1.60,0.63,3.13,0.05,3.50,4.38,2.49,1.81,1.83,
July,6.77,0.68,5.19,1.81,5.88,4.88,2.54,7.58,5.90,2.19,3.53,
August,1.59,2.21,5.72,3.30,3.76,3.26,1.76,6.91,3.34,3.15,3.63,
September,1.31,3.11,1.96,3.33,4.64,4.00,1.19,7.29,2.24,0.47,4.64,
October,3.46,1.39,1.55,6.48,7.22,4.31,5.30,2.75,4.90,6.13,3.37,
November,2.02,4.13,1.79,2.85,3.47,2.35,8.14,3.23,2.58,8.77,6.41,
December,3.46,2.65,4.90,4.30,6.29,4.68,0.58,3.26,4.15,8.04,4.49,
Total,40.97,25.16,39.14,40.89,53.41,40.08,40.72,51.85,40.84,36.02,40.04,
Calc annual,40.97,25.06,39.13,40.89,53.41,40.08,40.72,51.85,40.84,36.02,40.04,
Difference,-0.00,0.10,0.01,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
