CHIPPENHAM-MONKTON (NEW GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST926733,Long,-2.1079,Lat,51.458627,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1493/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,3.02,2.4,2.11,0.69,3.24,3.95,3.05,5.37,2.36,2.85,3.3,4.77,1.44,1.66,1.96,2.03,5.88,1,0.54,2.78,3.11,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.1,3.51,0.15,2.05,2,4.97,0.91,1.51,2.82,2.75,0.47,1.15,0.62,2.54,3.14,1.24,1.17,1.27,4.92,4.38,0.78,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.08,3.19,2.73,0.73,2.5,3.22,0.11,1.47,2.42,3.89,2.3,1.09,0.3,1,0.84,5.17,1.09,1.05,1.25,3.49,3.2,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,3.23,1.21,2.02,4.76,1.87,3.06,0.13,3.29,1.68,1.18,1.35,0.71,1.54,0.86,2.14,2.08,1.82,1.59,2.44,3.05,1.62,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,6.15,1.7,0.9,1.19,0.72,2.32,1.57,1.17,1.59,1.59,4.52,2.88,0.51,2.76,4.16,2.25,4.6,3.04,3.48,1.87,3.64,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.2,1.87,1.47,5.85,2.75,1.33,1.12,2.41,1.87,1.55,0.3,1.62,1.72,3.61,2.43,1.4,2.33,0.84,1.52,1.46,2.23,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,4.09,1.96,1.34,1.42,5.27,2.53,2.33,5.46,3.19,1.61,1.69,1.69,1.93,1.14,1.47,2.15,0.69,2.23,5.34,1.18,0.44,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.95,1.01,1.01,2.49,2.17,0.31,0.65,3.38,2.25,0.05,4.31,4.32,2.72,2.53,2.95,5.64,0.81,2.8,2.09,4.19,5.62,6.21,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.92,3.9,6.6,2.33,5.94,2.91,2.43,2.37,0.68,1.02,0.85,1.83,1.61,2.11,2.62,3.85,1.59,2.59,1.32,4.24,2.57,2.53,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.67,5.7,2.64,1.55,4.55,1.43,4.06,4.67,3.39,3.65,1.66,3.86,2.99,4.12,3.87,1.32,0.48,3.76,6.4,1.15,0.7,3.96,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
