MARYLEBONE REGENT'S PARK,,,,,,,,,,,,
Grid ref,TQ283826,Long,-0.151888,Lat,51.527745,,,,,,,
Station no,39,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.89,1.76,0.80,1.01,2.47,3.47,1.37,2.18,2.39,1.81,,
February,5.14,0.98,1.40,2.19,1.51,0.50,3.04,2.71,0.08,2.28,,
March,3.32,3.11,0.44,2.09,0.97,1.06,1.17,1.10,1.59,1.92,,
April,2.56,1.26,2.50,0.20,0.39,1.13,0.27,1.71,2.13,-999.00,,
May,2.21,1.30,1.57,1.74,4.55,0.36,1.32,2.23,0.99,1.65,,
June,1.16,1.70,2.02,3.58,2.21,2.43,0.81,6.35,1.49,1.64,,
July,1.36,0.61,3.72,2.64,0.26,6.51,3.44,2.40,1.34,3.59,,
August,3.25,2.65,2.09,3.34,0.93,4.43,2.68,3.98,2.34,2.86,,
September,2.49,2.80,1.80,1.75,2.28,2.00,2.27,3.90,0.04,4.89,,
October,0.90,2.68,3.06,2.27,2.89,2.05,2.05,2.66,1.95,5.66,,
November,5.20,3.97,0.88,3.40,0.56,0.39,2.25,1.56,2.52,4.21,,
December,1.43,2.69,0.65,1.52,1.92,2.78,1.76,3.11,3.24,2.32,,
Total,31.91,25.51,20.93,25.73,20.94,27.11,22.43,33.89,20.10,33.32,,
Calc annual,31.91,25.51,20.93,25.73,20.94,27.11,22.43,33.89,20.10,32.83,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.49,,
