"WEST TANFIELD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3408,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.74,3.04,4.44,2.08,3.52,2.28,2.56,6.63,0.97,0.92,,
February,4.85,1.73,0.87,1.57,2.73,1.55,2.16,1.12,1.34,4.66,,
March,3.25,2.77,0.73,0.24,0.49,1.14,4.54,1.56,1.23,0.99,,
April,1.52,0.99,1.26,2.58,1.36,1.71,3.88,2.10,2.59,2.01,,
May,1.40,2.74,2.47,0.69,2.93,2.64,2.34,1.58,1.16,1.42,,
June,0.26,0.96,2.19,2.39,2.38,1.80,3.02,3.85,1.11,1.01,,
July,2.13,2.63,0.70,2.05,1.85,2.80,2.76,0.70,1.96,2.74,,
August,1.98,2.37,2.62,1.92,3.08,5.13,0.27,4.24,2.76,4.21,,
September,0.34,1.49,3.79,5.11,1.46,4.60,1.51,1.88,1.39,3.21,,
October,3.41,1.79,1.77,2.97,4.36,1.08,0.78,0.57,3.05,0.80,,
November,3.02,1.08,2.10,5.35,0.46,5.55,1.87,0.89,3.43,3.79,,
December,0.79,2.08,1.43,2.47,1.72,2.87,1.78,2.32,2.66,1.57,,
Total,26.69,23.67,24.37,29.42,26.34,33.15,27.47,27.44,23.65,27.33,,
Calc annual,26.69,23.67,24.37,29.42,26.34,33.15,27.47,27.44,23.65,27.33,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
