FLAX-BOURTON-BACKWELL-HILL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST487671,Long,-2.7376,Lat,51.4014,Elevation,490,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.22,0.74,4.45,1.86,1.54,1.32,3.35,1.26,4.72,5.64,1.33,3.2,2.61,1.02,4.53,6.01,4.95,,3.52,2.4,4.05,3.29,4.85,3.31,6,1.24,5.29,1.67,3.47,3.11,2.45,0.83,3.1,3.31,3.43,4.61,1.93,2.93,3.26,5.6,1.91,1.05,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.74,0.68,2.19,1.79,1.8,0.53,4.49,2.3,2.73,0.86,3.41,4.08,5.83,1.89,2.88,3.21,2.09,,5.69,6.77,0.5,3.83,1.76,3.64,3.35,0.91,0.82,1.94,0.05,4.18,0.31,2.55,1.88,3.87,1.2,1.65,1.39,2.67,0.02,1.65,0.63,2.05,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.5,3.92,2.46,0.94,2.89,3.27,0.74,2.83,4.62,3.79,5.47,1.12,3.6,4.04,2.11,5.19,3.14,,3.54,1.19,1.91,0.34,0.53,2.93,2.5,0.52,2.17,1.13,2.28,3.45,2.01,0.64,2.54,2.95,0.39,1.18,1.55,3.1,2.12,1.12,0.25,0.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.96,2.59,0.89,3.24,2.86,2.87,3.13,2.01,0.3,3.17,1.67,1.64,1.52,3.22,4.49,3.47,4.9,,4.01,2.45,3.01,1.73,3.06,1.31,1.49,0.82,2.66,2.44,2.78,1.39,2.64,4.54,2.78,2.43,0.14,2.84,1.36,1.07,1.01,1.24,2.77,0.56,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.38,0.27,3.02,2.75,2.12,1.8,2.02,0.82,2.32,2.73,2,2.46,3.66,2.87,2.31,0.4,2.19,,1.24,1.93,4.18,4.5,2.41,1.64,0.97,2.56,0.93,3.3,5.45,2.39,1.35,1.07,1.77,2.55,2.34,0.8,2.4,1.81,4.53,2.69,0.83,2.8,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.88,3.85,2.51,3.23,0.4,3.77,4.49,2.95,3.78,1.47,2,0.98,3.21,4.44,1.4,1.81,5.11,,1.89,0.61,3.1,0.02,2.2,3.26,2.64,2.33,1.81,3.99,1.24,1.35,1.52,3.69,2.87,1.11,1.1,2.12,0.66,1.93,0.27,1.59,3.44,3.96,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.89,1.12,1.47,2.6,2.25,3.09,2.36,0.04,4.03,0.4,4.98,5.5,1.02,3.73,6.87,3.34,7.19,,6.46,2.15,4.76,3.75,2.3,5.19,2.89,1.52,2.23,4.34,3.21,1.97,0.99,1.52,6.19,4.38,3.75,4.34,4.34,1.87,3.49,2.41,2.06,2.13,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.24,4.34,3.38,2.87,4.79,2.7,7.67,2.27,8.32,1.37,3.51,3.44,7.3,10.48,3.59,4.28,2.8,,6.24,4.21,6.51,3.23,3.61,4.08,2.9,4.42,5.43,4.31,1.3,2.16,3.55,1.99,0.74,0.8,3.62,3.14,0.15,5.42,4.16,4.62,2.83,3.02,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.68,1.68,0.82,0.76,2.88,2.75,0.26,1.58,0.64,3.38,1.89,1.81,2,3.94,12.97,2.68,2.72,,2.57,3.54,3.59,3.52,1.75,6.61,1.12,0.53,4.08,3.35,5.46,2.25,2.97,7.11,3.22,1.57,2.44,0.98,1.5,0.54,1.97,3.36,3.97,2,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.69,1.99,5.88,5.8,1.51,6.49,4.77,2.63,4.47,3.37,2.2,4.45,8.64,8.57,3.08,3.81,3.24,,2.05,4.35,5.77,3.41,5.11,2.7,6.39,6.9,3.68,1.24,7.02,3.14,2.01,6.21,1.68,2.84,5.8,2.84,2.58,1.74,3.95,3.05,4.4,3.7,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
