"GODLEY RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2742/1,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.79,4.69,
February,,,,,,,,,,0.97,0.39,
March,,,,,,,,,,0.81,2.74,
April,,,,,,,,,,1.77,2.48,
May,,,,,,,,,,2.57,1.96,
June,,,,,,,,,,1.18,3.47,
July,,,,,,,,,,3.11,5.71,
August,,,,,,,,,,4.17,4.44,
September,,,,,,,,,,1.50,3.10,
October,,,,,,,,,,4.63,5.09,
November,,,,,,,,,5.06,7.75,4.71,
December,,,,,,,,,2.27,5.88,2.71,
Total,,,,,,,,,,36.13,41.49,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,36.13,41.49,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,
