GODLEY RESERVOIR (NEW G.),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2742/1,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.90,4.15,2.23,2.37,2.20,3.02,3.68,4.10,4.64,1.55,,
February,4.68,0.31,3.56,0.29,3.83,2.45,6.07,1.18,3.38,2.07,,
March,0.29,2.52,3.59,2.75,1.82,1.93,2.06,1.31,1.96,2.80,,
April,4.07,3.87,1.20,1.71,2.63,1.18,3.17,0.40,1.90,2.54,,
May,2.47,4.05,1.89,2.40,0.65,0.35,1.95,4.01,1.71,3.19,,
June,6.16,0.35,2.73,2.08,3.37,2.94,1.90,3.16,2.57,1.06,,
July,4.35,6.81,2.89,3.23,1.57,4.28,2.90,4.20,6.57,5.87,,
August,6.76,1.78,1.23,2.50,1.51,2.46,1.90,2.24,1.58,1.84,,
September,4.08,3.54,1.00,3.03,5.60,5.20,1.35,1.83,1.02,3.17,,
October,1.82,7.94,5.00,5.06,5.75,4.09,1.59,6.45,1.69,3.15,,
November,5.65,2.59,1.53,1.65,4.23,4.10,1.49,4.25,5.63,6.68,,
December,1.54,1.58,0.63,4.05,3.25,3.29,2.52,3.64,3.35,4.28,,
Total,47.77,39.49,27.48,31.12,36.41,35.29,30.58,36.77,36.00,38.20,,
Calc annual,47.77,39.49,27.48,31.12,36.41,35.29,30.58,36.77,36.00,38.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
