OSPRINGE-QUEEN-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR000604,Long,0.86804,Lat,51.307565,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.57,1.85,3.8,1.15,2.86,2.1,2.44,1.78,2.51,1.86,4.42,5,2.97,5.1,2.08,2.67,2.01,4.7,1.23,2.02,1.94,2.74,3.74,1.83,0.12,3.26,1.1,0.96,1.51,2.94,4.73,1.86,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.27,4.16,1.42,0.48,1.64,2.68,0.55,1.31,0.23,4.03,1.99,3.62,0.92,1.3,1.37,2.14,0.43,1.13,1.33,1.62,2.53,1.5,1.61,1.16,4.65,6.24,0.95,1.13,1.97,1.5,1.53,3.93,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,0.44,2.85,2.95,0.2,1.45,0.19,1.3,2.45,2.79,0.36,0.69,4.64,0.53,1.93,3.49,1.99,1.87,0.36,0.27,1.63,1.95,4.19,0.66,0.72,0.38,3.11,3.12,0.12,1.72,1.43,0.41,0.85,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,4.24,1.74,2.36,1.2,1.14,3.89,2.09,0.77,2.47,2.79,1.18,2.34,0.44,2.07,1.38,1.88,1.46,1.36,1.11,1.72,2.02,1.19,1.89,1,1.05,1.75,0.62,1.44,0.07,,1,0.22,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.07,0.73,3.14,1.11,3.89,2.47,3.7,2.07,0.94,2,0.4,3.24,2.08,2.05,0.35,1.71,4.25,4.04,0.33,2.17,2.89,0.66,1.28,1.48,1.69,2.12,0.88,1.91,1.61,,0.68,1.15,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.35,3.83,2.96,1.42,1.04,0.92,0.35,1.62,0.98,2.07,3.21,2.17,0.61,1.75,1.37,1.64,0.51,0.84,1.46,0.46,1.47,2.24,2.94,0.54,1.44,1.35,2.43,2.41,3.36,2.09,2.2,1.4,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.32,4.12,1.22,0.8,2.74,2.84,3.68,1.56,1.03,0.64,5.29,0.69,1.37,2.04,4.11,3.2,3.34,3.07,2.81,3.02,1.59,2.15,1.32,0.51,2.49,1.42,0.8,2.55,1.68,2.02,2.45,3.36,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.42,3.04,2.57,2.08,3.56,3.09,0.66,0.65,1.86,3.05,1.2,0.84,2.55,2.04,0.19,2.96,2.03,1.37,2.47,2.33,4.23,0,2.74,0.8,3.6,3.59,2.54,1.6,3.9,3.03,4.17,2.07,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.56,4.37,0.74,0.54,4.6,2.45,1.95,3.13,1.92,3.21,2.2,2.72,2.19,0.67,1,0.38,2.88,1.94,2.62,0.88,2.44,0.92,,0.63,1.94,3.71,4.7,3.73,1.21,1.53,1.1,2.46,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.45,1.63,4.58,3.55,1.78,0.51,7.23,1.65,2.5,2.83,2.75,4.24,3,8.65,3.83,1.97,4.05,2.3,4.69,1.85,1.49,0.49,,6.86,0.02,1.03,2.2,2.51,1.82,4.76,1.36,1.12,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
