"BISHOP'S CASTLE CASTLE STREET",,,,,,,,,,,,
Grid ref,SO323891,Long,-2.998616,Lat,52.495587,,,,,,,
Station no,2274,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.68,2.43,1.37,2.79,3.01,0.72,4.20,1.41,0.96,1.28,,
February,3.96,0.87,0.92,2.31,4.28,1.19,2.27,1.54,1.48,0.82,,
March,1.15,4.19,1.46,3.89,1.39,4.07,1.42,1.15,3.72,2.97,,
April,1.19,2.52,2.37,1.68,1.19,2.57,0.95,2.63,2.95,2.27,,
May,2.80,1.26,3.38,3.32,2.64,0.81,2.00,2.55,1.89,0.81,,
June,3.15,2.67,2.69,1.98,1.05,2.17,1.95,3.38,1.58,3.23,,
July,2.66,4.46,3.53,3.07,3.10,1.56,0.52,3.79,2.77,2.29,,
August,3.82,1.49,4.11,4.10,3.84,4.36,2.08,3.15,3.58,1.67,,
September,0.77,1.57,1.93,3.53,1.62,1.13,0.58,0.58,2.16,2.68,,
October,3.31,2.42,2.63,7.26,0.66,2.08,4.91,6.00,2.01,4.28,,
November,3.06,1.94,2.80,1.72,1.50,2.87,3.64,2.93,1.85,1.04,,
December,4.25,4.89,2.41,2.22,2.49,0.47,2.28,3.49,2.65,4.47,,
Total,33.80,30.71,29.60,37.87,26.77,24.00,26.80,32.60,27.60,27.81,,
Calc annual,33.80,30.71,29.60,37.87,26.77,24.00,26.80,32.60,27.60,27.81,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
